spike_time,start_price,max_price,increase,duration_minutes,token_address,symbol,collection_time
2024-10-28T17:23:00,0.0008481928558980988,0.00783727602905431,9.239969394408426,53.0,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,LUCE,2024-10-30T12:20:53.299323
2024-10-28T17:23:00,0.0013852387029148912,0.00783727602905431,5.657707954999169,52.0,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,LUCE,2024-10-30T12:20:53.299323
2024-10-28T17:23:00,0.0015674137551506013,0.00783727602905431,5.000132226287171,51.0,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,LUCE,2024-10-30T12:20:53.299323
2024-10-10T21:35:00,2.2640209899017424e-05,0.0003322637663517342,14.675825349399888,16.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-10T21:35:00,1.9499113981655664e-05,0.0003322637663517342,17.03994174629271,15.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-10T21:35:00,2.301554876372871e-05,0.0003322637663517342,14.436491163546114,14.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-10T21:35:00,3.090867570589628e-05,0.0003322637663517342,10.749854491124317,13.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-10T21:35:00,2.9894232508847772e-05,0.0003322637663517342,11.114644480449343,12.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-10T21:35:00,4.680152881336084e-05,0.0003322637663517342,7.0994212107207915,11.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:09:00,3.625297041655652e-05,0.0001843644561208098,5.085499312260814,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:11:00,3.5284301623418824e-05,0.0002496015886391932,7.07401244052194,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:12:00,2.9349462424798834e-05,0.00045970121764851555,15.663020023838355,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:13:00,2.9349462424798834e-05,0.00046857162539566314,15.965254102907979,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:14:00,3.545234341675954e-05,0.0005125775777257808,14.45821427656226,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:15:00,3.545234341675954e-05,0.0009169762334002178,25.865038669537757,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:16:00,3.226565088589071e-05,0.0010646246676777067,32.99560487537697,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:17:00,3.334460081318391e-05,0.0010806251092931657,32.407798652245496,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:17:00,3.800760806554984e-05,0.0010806251092931657,28.431810479351004,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:19:00,3.9152314405894535e-05,0.0018238189176259991,46.58265916845559,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:19:00,4.330704881001637e-05,0.0018238189176259991,42.11367358757018,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:21:00,4.653599143617498e-05,0.0019047993261180358,40.93174481369985,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,4.208341201248008e-05,0.0019192295008281365,45.605368221069575,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,3.684264827338113e-05,0.0019192295008281365,52.09260438030952,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,3.586486493405717e-05,0.0019192295008281365,53.512804365969934,58.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,3.800205257455738e-05,0.0019192295008281365,50.50331155304683,57.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,3.8217774362600785e-05,0.0019192295008281365,50.21824354864211,56.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,3.94159167721539e-05,0.0019192295008281365,48.69173821130076,55.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,4.6405271806432295e-05,0.0019192295008281365,41.3580058066185,54.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:22:00,9.613162608928489e-05,0.0019192295008281365,19.9646004015952,53.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,9.684171789951069e-05,0.00223408054095304,23.06940221022585,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,8.817761791782561e-05,0.00223408054095304,25.33614077707363,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,6.546392874379508e-05,0.00223408054095304,34.12689375391016,58.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,7.074452807681895e-05,0.00223408054095304,31.579552534821236,57.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,7.695637134559346e-05,0.00223408054095304,29.03048184172166,56.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,6.741658431017825e-05,0.00223408054095304,33.13844158396124,55.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:30:00,5.9561824493353976e-05,0.00223408054095304,37.508598165966575,54.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:37:00,6.086101903598851e-05,0.0023057001242174214,37.884678251180915,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:38:00,6.311910910213068e-05,0.0026649151822176866,42.22041819230507,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:38:00,5.8632085456249e-05,0.0026649151822176866,45.45148209347311,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,5.414378569533142e-05,0.003407715952105375,62.93826536771342,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,5.337735922180794e-05,0.003407715952105375,63.84197348438911,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.899865608591062e-05,0.003407715952105375,69.54713096886857,58.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.905606420637802e-05,0.003407715952105375,69.46574306836301,57.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.885395504558398e-05,0.003407715952105375,69.75312334335572,56.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.796786655240295e-05,0.003407715952105375,71.041640936492,55.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.802303366730127e-05,0.003407715952105375,70.96003088254872,54.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:40:00,4.939103168173978e-05,0.003407715952105375,68.99462991709954,53.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:48:00,5.177179829880147e-05,0.0037872591488116157,73.15293795578454,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,5.2253568167750914e-05,0.0038579681025257945,73.83166811002198,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,5.208893636831392e-05,0.0038579681025257945,74.0650197816791,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,8.054580465091599e-05,0.0038579681025257945,47.89781564969344,58.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,0.00011925388697696578,0.0038579681025257945,32.350879290592616,57.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,0.00012788783169512776,0.0038579681025257945,30.166811426772938,56.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,9.866006624950335e-05,0.0038579681025257945,39.103643948193834,55.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,0.00010116166166738207,0.0038579681025257945,38.13666204110735,54.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,8.309533173362737e-05,0.0038579681025257945,46.42821710963259,53.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,7.989658193848783e-05,0.0038579681025257945,48.28702316071586,52.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,7.114264725030525e-05,0.0038579681025257945,54.22862729513121,51.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,7.501507140374366e-05,0.0038579681025257945,51.4292398891626,50.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T00:49:00,7.989222726241477e-05,0.0038579681025257945,48.28965513571021,49.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:01:00,8.062709573909565e-05,0.0038900720762351936,48.247701849800336,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,8.101928339555497e-05,0.00397571478120535,49.07121631519483,60.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,8.086606574997662e-05,0.00397571478120535,49.16419198007663,59.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,8.127672713370896e-05,0.00397571478120535,48.9157834156495,58.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,8.151599208611392e-05,0.00397571478120535,48.77220628076739,57.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,9.937582959928929e-05,0.00397571478120535,40.00685878283006,56.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.0001637132444637041,0.00397571478120535,24.284625194675577,55.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.00015674735952230442,0.00397571478120535,25.363838940072384,54.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.0001843644561208098,0.00397571478120535,21.564432021539744,53.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.0001773833219852948,0.00397571478120535,22.413126198724253,52.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.0002496015886391932,0.00397571478120535,15.928243096851313,51.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.00045970121764851555,0.00397571478120535,8.648475637158645,50.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.00046857162539566314,0.00397571478120535,8.484753590976078,49.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-11T01:02:00,0.0005125775777257808,0.00397571478120535,7.7563181730362025,48.0,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,GOAT,2024-10-30T12:20:54.437520
2024-10-29T01:56:00,0.0003796262981399649,0.019879708871941907,52.36652194367323,4.0,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,IB,2024-10-30T12:21:04.342597
2024-10-29T01:56:00,0.0005597379603586175,0.019879708871941907,35.51609910323968,3.0,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,IB,2024-10-30T12:21:04.342597
2024-10-29T04:35:00,0.0006607162828789854,0.0033047094050989404,5.001707224013154,60.0,4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,IB,2024-10-30T12:21:04.342597
2024-10-29T16:17:00,0.028253821742989408,0.1502710093244822,5.318608246750506,47.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.027841321180860957,0.1502710093244822,5.397409424226011,46.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.029999763162685787,0.1502710093244822,5.009073188664097,45.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.027680607323580405,0.1502710093244822,5.428746832316434,44.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.027962461351987343,0.1502710093244822,5.374026536251329,43.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.028737226145776496,0.1502710093244822,5.229141064701107,42.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.028175365217909157,0.1502710093244822,5.3334183305977225,41.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.028770957160962958,0.1502710093244822,5.223010429711149,40.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-29T16:17:00,0.02963670286539258,0.1502710093244822,5.070436141530336,39.0,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-30T12:21:13.026331
2024-10-28T23:20:00,0.00013160487931596754,0.0007070601864582391,5.3725985703058345,49.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,9.603642104392505e-05,0.0007070601864582391,7.362417078566938,39.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,0.00013763803881396489,0.0007070601864582391,5.13709867236571,38.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,0.0001278638825152526,0.0007070601864582391,5.52978818216235,37.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,0.00012936292459305812,0.0007070601864582391,5.465709658949542,34.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,9.754497248339478e-05,0.0007070601864582391,7.2485559066470895,33.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,9.374039809122533e-05,0.0007070601864582391,7.542747853173713,32.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,0.0001011789742845869,0.0007070601864582391,6.988212634667409,31.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,5.19815797983368e-05,0.0007070601864582391,13.602129623633758,30.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:20:00,3.453854043533288e-05,0.0007070601864582391,20.47162901345181,29.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,2.9738286012453988e-05,0.0011954658496389303,40.19955451159107,60.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,5.491230682408791e-05,0.0011954658496389303,21.77045399801936,59.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,5.714885800239527e-05,0.0011954658496389303,20.918455616187902,58.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,4.0633048645388386e-05,0.0011954658496389303,29.42102277562205,57.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,4.8825270244849645e-05,0.0011954658496389303,24.484572100551446,56.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,4.333955878759604e-05,0.0011954658496389303,27.583710657919237,55.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,4.3215385659872824e-05,0.0011954658496389303,27.662968440172158,54.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,5.971126724806454e-05,0.0011954658496389303,20.020775051925895,53.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,5.7569755551544774e-05,0.0011954658496389303,20.765518946290754,52.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,6.494355106630533e-05,0.0011954658496389303,18.40776843906175,51.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,8.432842880097508e-05,0.0011954658496389303,14.17630882771893,50.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,7.687700060822486e-05,0.0011954658496389303,15.550370594336517,49.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,4.6986354270162773e-05,0.0011954658496389303,25.442830545337156,48.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,5.022337634164961e-05,0.0011954658496389303,23.802976556308213,47.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,6.492811538659616e-05,0.0011954658496389303,18.41214460824661,46.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,6.817355371301472e-05,0.0011954658496389303,17.53562465984092,45.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,6.550757942613303e-05,0.0011954658496389303,18.24927527641208,44.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,8.995424345361636e-05,0.0011954658496389303,13.28971045435289,43.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,0.00014782467324028848,0.0011954658496389303,8.087052204713517,42.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,0.0001156406854816828,0.0011954658496389303,10.337761702634399,41.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,0.00015704604928978597,0.0011954658496389303,7.612199447520146,40.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,0.0002350663317404639,0.0011954658496389303,5.0856532315263285,39.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-28T23:52:00,0.00019748564756387441,0.0011954658496389303,6.05343155001819,16.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-29T04:33:00,0.00024172974445181984,0.0012180747201648184,5.0389939513943345,60.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-29T04:33:00,0.00023207333337169094,0.0012180747201648184,5.24866300866174,59.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
2024-10-29T04:33:00,0.0002257042379657413,0.0012180747201648184,5.396773809580416,58.0,yG6bXPEFaUnGAEHHqH9H7t1VSfaK7YrggCqHy35pump,SHIBU,2024-10-30T12:21:14.085014
