address,unixTime,value,timestamp
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729350000,0.00024014330746596418,2024-10-19 15:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729350900,0.0002102711861401068,2024-10-19 15:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729351800,6.837158625701942e-05,2024-10-19 15:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729352700,5.6478643713913015e-05,2024-10-19 15:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729353600,9.422442509058076e-05,2024-10-19 16:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729354500,4.736202567909158e-05,2024-10-19 16:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729355400,4.244613351289478e-05,2024-10-19 16:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729356300,2.856643363575868e-05,2024-10-19 16:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729357200,2.8657419202288557e-05,2024-10-19 17:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729358100,2.705559682729311e-05,2024-10-19 17:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729359000,1.9358105532464623e-05,2024-10-19 17:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729359900,1.7288671556965264e-05,2024-10-19 17:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729360800,1.6025413443915683e-05,2024-10-19 18:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729361700,1.6005064291991835e-05,2024-10-19 18:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729362600,1.5998813370416092e-05,2024-10-19 18:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729363500,1.5001188713238384e-05,2024-10-19 18:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729364400,1.532275338797528e-05,2024-10-19 19:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729365300,1.5878394969922145e-05,2024-10-19 19:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729366200,1.5792197070863897e-05,2024-10-19 19:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729367100,1.5565235191267765e-05,2024-10-19 19:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729368000,1.5238596047915135e-05,2024-10-19 20:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729368900,1.4728417662763609e-05,2024-10-19 20:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729369800,1.4659921670481358e-05,2024-10-19 20:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729370700,1.4745601051538453e-05,2024-10-19 20:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729371600,1.4686426321465719e-05,2024-10-19 21:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729372500,1.4775555527203269e-05,2024-10-19 21:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729373400,2.127060640779176e-05,2024-10-19 21:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729374300,2.752737670173196e-05,2024-10-19 21:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729375200,2.8640561896274694e-05,2024-10-19 22:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729376100,2.5186128847997626e-05,2024-10-19 22:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729377000,2.9076455454045644e-05,2024-10-19 22:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729377900,3.858920791338197e-05,2024-10-19 22:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729378800,3.995066796414483e-05,2024-10-19 23:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729379700,3.655906887409634e-05,2024-10-19 23:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729380600,3.248220696797023e-05,2024-10-19 23:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729381500,2.989257320338043e-05,2024-10-19 23:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729382400,3.172177309728567e-05,2024-10-20 00:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729383300,3.2191527889611625e-05,2024-10-20 00:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729384200,3.124759493527377e-05,2024-10-20 00:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729385100,3.124759493527377e-05,2024-10-20 00:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729386000,3.127094348607504e-05,2024-10-20 01:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729386900,3.575235835635868e-05,2024-10-20 01:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729387800,4.2791802754052173e-05,2024-10-20 01:30:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729388700,4.28481441566539e-05,2024-10-20 01:45:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729389600,5.016610834602893e-05,2024-10-20 02:00:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729390500,4.605518002705402e-05,2024-10-20 02:15:00
LBkz8mkiyhNeJspzs6rtFYrSc62j369kahEGuuNtYo5,1729391400,3.8562734643286974e-05,2024-10-20 02:30:00
