token_address,spike_time,start_time,price_increase,start_price,end_price
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 12:55:00,7.536221660868824,0.00021366246827148505,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 12:56:00,8.802504717735445,0.00018292608446525315,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 12:57:00,7.578248326323416,0.00021247756106238013,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 12:58:00,6.008669216074701,0.0002679807564035233,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 12:59:00,6.053382380190402,0.0002660013229581602,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:00:00,6.656557716920682,0.00024189795837106394,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:01:00,6.989617203648251,0.00023037137436679808,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:02:00,6.761315716018179,0.0002381500567541216,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:03:00,7.250828024171489,0.00022207225383562352,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:04:00,6.243195827993066,0.00025791401805505754,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 13:47:00,2024-09-27 13:05:00,5.267721676764373,0.0003056744111225162,0.0016102077215022635
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 14:05:00,2024-09-27 13:06:00,5.233674941494661,0.0003324930390586686,0.001740160486742759
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27 14:06:00,2024-09-27 13:07:00,5.096957462398128,0.0003566603521721881,0.0018178826435455784
9mt4LkTG28B1mQKPjCKkGwMjGywS9q3v59XBomFNpump,2024-09-27 23:27:00,2024-09-27 22:41:00,14.211436060030293,3.445050864018055e-05,0.000489591200775447
9mt4LkTG28B1mQKPjCKkGwMjGywS9q3v59XBomFNpump,2024-09-27 23:27:00,2024-09-27 22:42:00,16.249290865606017,3.0130004122933007e-05,0.000489591200775447
9mt4LkTG28B1mQKPjCKkGwMjGywS9q3v59XBomFNpump,2024-09-27 23:27:00,2024-09-27 22:43:00,31.404313025645582,1.5589935063239053e-05,0.000489591200775447
9mt4LkTG28B1mQKPjCKkGwMjGywS9q3v59XBomFNpump,2024-09-27 23:27:00,2024-09-27 22:44:00,32.255865067537705,1.517836212888215e-05,0.000489591200775447
