,price_mean,price_std,price_min,price_max,price_last,price_change_1m,volatility_1m,price_change_3m,volatility_3m,price_change_5m,volatility_5m,price_change_10m,volatility_10m,price_change_15m,volatility_15m,price_trend_slope,price_trend_r2,price_acceleration,volume_total,volume_mean,volume_std,volume_1m,trades_count_1m,buy_sell_ratio_1m,volume_3m,trades_count_3m,buy_sell_ratio_3m,volume_5m,trades_count_5m,buy_sell_ratio_5m,volume_10m,trades_count_10m,buy_sell_ratio_10m,volume_15m,trades_count_15m,buy_sell_ratio_15m,volume_trend_slope,volume_trend_r2,liquidity,holder_count,market_count,unique_wallets_24h,trades_24h,data_points_count,trades_count
volume_std,0.816416299871758,0.1503101672210097,0.8230002042422218,0.5506955065977654,0.5506955065977654,,,-0.31483696629256575,-0.4417654489152478,-0.3633660510533662,-0.4282881865453909,-0.42420518791948936,-0.4369085097117164,-0.4154072617672876,-0.44304097500578715,0.33951468897951437,-0.004021771577975848,-0.3776037225745918,0.9779001761177318,0.977900176117732,1.0,0.6506344887322776,,,0.9289156361403269,,-0.09692714671440036,0.9513857746715679,,0.6675164335112553,0.9779001761177318,,0.29486107101155407,0.9779001761177318,,0.29486107101155407,0.820653612187551,-0.17135300972839,-0.2897919800146205,0.08125882077748207,0.03477534119968738,-0.17254367904589984,-0.12894187581226796,0.025124664734669167,
volume_1m,0.8073975554914046,0.2143538440390438,0.7935973097201974,0.6005689042842929,0.6005689042842929,,,-0.16921475480778012,-0.2443973578788335,-0.1957627511012868,-0.24300913593569054,-0.23020981715336433,-0.2491439362632263,-0.22525920978214892,-0.24912188669175528,0.37976742430048327,0.10221215408448292,-0.20346882862450502,0.72906337487729,0.72906337487729,0.6506344887322776,1.0,,,0.6392325985206654,,-0.04642377896019764,0.5800665996115419,,0.6926700604443063,0.72906337487729,,0.1899491396813848,0.72906337487729,,0.1899491396813848,0.548396217337134,-0.10757104641238614,-0.20900209262023264,0.28441295447323,0.21133068854226594,-0.12143548857648255,-0.09273536162785483,0.018541131917427928,
trades_count_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy_sell_ratio_1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volume_3m,0.8854501964321018,0.2385330352088446,0.89012012447269,0.645121535036146,0.645121535036146,,,-0.25532014708603146,-0.372759150813319,-0.2947918470827828,-0.3456005065516004,-0.3445224092261188,-0.35084120944327396,-0.3377346460131332,-0.3571993218535354,0.4304280130303145,-0.008039800086645104,-0.3063488346532859,0.9033270293293708,0.9033270293293716,0.9289156361403269,0.6392325985206654,,,1.0,,-0.0819419996255744,0.947518214168264,,0.7719384445516914,0.9033270293293708,,0.1847445457404102,0.9033270293293708,,0.1847445457404102,0.9647106996524628,-0.001365296658288825,-0.32704847046527386,-0.020348001896110208,0.04266274029490501,-0.1853674213278298,-0.14192577561763944,0.02801298537018579,
trades_count_3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy_sell_ratio_3m,-0.056876374661420155,-0.07971491476313379,-0.052860455572553214,-0.08394403141553404,-0.08394403141553404,,,-0.06579510378196554,-0.07627064543286448,-0.07660671941688321,-0.07722280130147527,-0.09089091004283022,-0.08289197712334319,-0.0904443595347011,-0.09130656474718492,-0.08005893183844535,-0.21753970299772968,-0.07979070375677762,-0.08576311784498672,-0.08576311784498691,-0.09692714671440036,-0.04642377896019764,,,-0.0819419996255744,,1.0,-0.07561913232687767,,0.004505341895765067,-0.08576311784498672,,-0.1670961978335352,-0.08576311784498672,,-0.1670961978335352,-0.06287000234457134,-0.14761683243047719,0.5309747729474333,0.37829513169510626,0.6884108538546517,0.5956259743705321,0.2283627273360557,0.0073815026080352505,
volume_5m,0.7740915827499525,0.18685593213251273,0.7787327665582191,0.5503928813738918,0.5503928813738918,,,-0.24732033125697553,-0.3542770074705923,-0.2855710214299566,-0.33508304014746215,-0.3337798784720046,-0.34078436051461913,-0.3272427003294099,-0.3472479588504155,0.3582738558605604,-0.0397455138659845,-0.2967840202070095,0.9584293725350781,0.9584293725350785,0.9513857746715679,0.5800665996115419,,,0.947518214168264,,-0.07561913232687767,1.0,,0.6933839492814076,0.958429372535078,,0.17260930560217752,0.958429372535078,,0.17260930560217752,0.8974509944163552,-0.042451052299762405,-0.31207311683446765,-0.03490470935819923,0.03248401855240634,-0.17571899631536608,-0.13596108803717938,0.023829141975693368,
trades_count_5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy_sell_ratio_5m,0.81257246487073,0.3826682828065785,0.7990833653428808,0.7057363991546902,0.7057363991546902,,,-0.04666015516740318,-0.23440824127553908,-0.11664712444816216,-0.23329151839770873,-0.288092046098254,-0.23689196500052054,-0.3285855973902235,-0.24473782267595295,0.5224459248577609,0.13636758969730217,-0.1406815891995895,0.6926512321832706,0.6926512321832701,0.6675164335112553,0.6926700604443063,,,0.7719384445516914,,0.004505341895765067,0.6933839492814076,,1.0,0.6926512321832706,,0.1483535265719192,0.6926512321832706,,0.1483535265719192,0.76037722455516,0.013141306511457066,0.0387407765063791,0.30657136488534453,0.42338443021500793,0.1973300319403452,0.2617337561697281,0.050106123298200675,
volume_10m,0.8116977034436227,0.15842072105134622,0.8137431312649037,0.5565524268678907,0.5565524268678907,,,-0.286917893808658,-0.4009505132641456,-0.3310126535479339,-0.3921605643209831,-0.38622251241627453,-0.3999308220363148,-0.3780476116275237,-0.40533067000110085,0.34251507168289674,-0.0026929900182613275,-0.34391589095524167,1.0,1.000000000000001,0.9779001761177318,0.72906337487729,,,0.9033270293293708,,-0.08576311784498672,0.958429372535078,,0.6926512321832706,1.0,,0.26885967624021856,1.0,,0.26885967624021856,0.7967374451549878,-0.14948684803836773,-0.2870659754181489,0.09317668160731532,0.06960394499016766,-0.17054240866617001,-0.1298627141264806,0.025157578679037434,
trades_count_10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy_sell_ratio_10m,0.2235635385419593,-0.08024973227459774,0.2320013938450484,0.07204309687782832,0.07204309687782832,,,-0.20120590474461833,-0.1843169822404415,-0.1887515140070267,-0.17979489023494305,-0.11378939906783898,-0.1584566276986887,-0.07775510897878864,-0.1471715561324998,-0.005672048275284082,0.18633557294119357,-0.1820562720353909,0.26885967624021856,0.26885967624021917,0.29486107101155407,0.1899491396813848,,,0.1847445457404102,,-0.1670961978335352,0.17260930560217752,,0.1483535265719192,0.26885967624021856,,1.0,0.26885967624021856,,1.0,0.0876524305700697,-0.3928106485806503,-0.02444625354895856,0.011494778271848544,-0.24976157114554964,-0.13809211239607053,-0.1312099155831605,0.056916298247391486,
volume_15m,0.8116977034436227,0.15842072105134622,0.8137431312649037,0.5565524268678907,0.5565524268678907,,,-0.286917893808658,-0.4009505132641456,-0.3310126535479339,-0.3921605643209831,-0.38622251241627453,-0.3999308220363148,-0.3780476116275237,-0.40533067000110085,0.34251507168289674,-0.0026929900182613275,-0.34391589095524167,1.0,1.000000000000001,0.9779001761177318,0.72906337487729,,,0.9033270293293708,,-0.08576311784498672,0.958429372535078,,0.6926512321832706,1.0,,0.26885967624021856,1.0,,0.26885967624021856,0.7967374451549878,-0.14948684803836773,-0.2870659754181489,0.09317668160731532,0.06960394499016766,-0.17054240866617001,-0.1298627141264806,0.025157578679037434,
trades_count_15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy_sell_ratio_15m,0.2235635385419593,-0.08024973227459774,0.2320013938450484,0.07204309687782832,0.07204309687782832,,,-0.20120590474461833,-0.1843169822404415,-0.1887515140070267,-0.17979489023494305,-0.11378939906783898,-0.1584566276986887,-0.07775510897878864,-0.1471715561324998,-0.005672048275284082,0.18633557294119357,-0.1820562720353909,0.26885967624021856,0.26885967624021917,0.29486107101155407,0.1899491396813848,,,0.1847445457404102,,-0.1670961978335352,0.17260930560217752,,0.1483535265719192,0.26885967624021856,,1.0,0.26885967624021856,,1.0,0.0876524305700697,-0.3928106485806503,-0.02444625354895856,0.011494778271848544,-0.24976157114554964,-0.13809211239607053,-0.1312099155831605,0.056916298247391486,
volume_trend_slope,0.8177775345773739,0.26948770307324094,0.8210980900863554,0.6264449459370278,0.6264449459370278,,,-0.18262732888031208,-0.2877674851792205,-0.21157241332310575,-0.25007824669440454,-0.249066729861274,-0.25049070664988843,-0.2449362843123657,-0.25525907803916525,0.43854304463862653,0.003876700102522125,-0.2199962131416037,0.7967374451549878,0.7967374451549879,0.820653612187551,0.548396217337134,,,0.9647106996524628,,-0.06287000234457134,0.8974509944163552,,0.76037722455516,0.7967374451549878,,0.0876524305700697,0.7967374451549878,,0.0876524305700697,1.0,0.06988309288271244,-0.3133699739887148,-0.07660642697808137,0.03610195742513979,-0.17474918602098016,-0.13949975303328946,0.02189450376260398,
volume_trend_r2,-0.104871180136227,0.2399800895065478,-0.12049940548693709,0.09934439846438223,0.09934439846438223,,,0.30003564418202355,0.20649715805304655,0.2602081054793575,0.19046784076319237,0.0947223595428762,0.17381812026991186,0.027761583406948474,0.1666998840947805,0.16383544798260619,0.03805943897546515,0.24318757659999266,-0.14948684803836773,-0.1494868480383677,-0.17135300972839,-0.10757104641238614,,,-0.001365296658288825,,-0.14761683243047719,-0.042451052299762405,,0.013141306511457066,-0.14948684803836773,,-0.3928106485806503,-0.14948684803836773,,-0.3928106485806503,0.06988309288271244,1.0,-0.12867309726515055,-0.34762676126606973,-0.24246404676628744,-0.1617059305755733,-0.07667341918921183,0.04867546210666485,
liquidity,-0.3521452276676799,-0.43829241762628435,-0.33060263610701224,-0.48423553051379825,-0.48423553051379825,,,-0.33842130818667515,-0.4114827537300266,-0.3908658608581365,-0.4331674841516476,-0.45469219380285686,-0.4283068276823646,-0.44302174991386395,-0.42742160688740805,-0.44619943916365173,0.3732238270120341,-0.4060205208584812,-0.2870659754181489,-0.28706597541814893,-0.2897919800146205,-0.20900209262023264,,,-0.32704847046527386,,0.5309747729474333,-0.31207311683446765,,0.0387407765063791,-0.2870659754181489,,-0.02444625354895856,-0.2870659754181489,,-0.02444625354895856,-0.3133699739887148,-0.12867309726515055,1.0,0.7986379299656475,0.6949982719663198,0.8658506786965997,0.7363352156765558,-0.12124745283971476,
holder_count,0.04411167909505489,-0.3936255975189658,0.06331875638614537,-0.23026592581616734,-0.23026592581616734,,,-0.4967214230881697,-0.6199403163526427,-0.5667723193640652,-0.6383572037547219,-0.6437601161752651,-0.6361172428892475,-0.6226118345774869,-0.6350118201446014,-0.306913854141371,0.49084076261874166,-0.5867182055551493,0.09317668160731532,0.09317668160731513,0.08125882077748207,0.28441295447323,,,-0.020348001896110208,,0.37829513169510626,-0.03490470935819923,,0.30657136488534453,0.09317668160731532,,0.011494778271848544,0.09317668160731532,,0.011494778271848544,-0.07660642697808137,-0.34762676126606973,0.7986379299656475,1.0,0.720738483415383,0.664162861026659,0.5689603896871415,-0.10427834917333212,
market_count,0.1501836636247264,-0.06396355654191563,0.15211202808429752,0.04474246008139595,0.04474246008139595,,,-0.1558297947390729,-0.1800961028965955,-0.17986882720765654,-0.19071926528502348,-0.20936139797731151,-0.19667842591974827,-0.20496353041309298,-0.20452263659289036,-0.013585846288400063,-0.011174044278844136,-0.1868249545714496,0.06960394499016766,0.06960394499016762,0.03477534119968738,0.21133068854226594,,,0.04266274029490501,,0.6884108538546517,0.03248401855240634,,0.42338443021500793,0.06960394499016766,,-0.24976157114554964,0.06960394499016766,,-0.24976157114554964,0.03610195742513979,-0.24246404676628744,0.6949982719663198,0.720738483415383,1.0,0.873883179244613,0.7273613246622118,-0.038113754126855776,
unique_wallets_24h,-0.15596395320455647,-0.19692716470171295,-0.14599701891548883,-0.21634622443076498,-0.21634622443076498,,,-0.15297831371892306,-0.1603210214855251,-0.17562142939369166,-0.17745085417421974,-0.20163825699986765,-0.18222333134777827,-0.19615433427410942,-0.18634279442798482,-0.20027085653506613,0.04750884056268316,-0.18204799538048866,-0.17054240866617001,-0.17054240866617026,-0.17254367904589984,-0.12143548857648255,,,-0.1853674213278298,,0.5956259743705321,-0.17571899631536608,,0.1973300319403452,-0.17054240866617001,,-0.13809211239607053,-0.17054240866617001,,-0.13809211239607053,-0.17474918602098016,-0.1617059305755733,0.8658506786965997,0.664162861026659,0.873883179244613,1.0,0.9121193436177811,-0.04718521132187112,
trades_24h,-0.11522555811308764,-0.1458368432855716,-0.10784160841438784,-0.1599761190506643,-0.1599761190506643,,,-0.11360098058079618,-0.10885601693569735,-0.13105212479419467,-0.12740497437887782,-0.1518930855540666,-0.1331298909122513,-0.14792477352240532,-0.13516265309533781,-0.14832907638245046,0.09520103203686937,-0.136015628184082,-0.1298627141264806,-0.12986271412648054,-0.12894187581226796,-0.09273536162785483,,,-0.14192577561763944,,0.2283627273360557,-0.13596108803717938,,0.2617337561697281,-0.1298627141264806,,-0.1312099155831605,-0.1298627141264806,,-0.1312099155831605,-0.13949975303328946,-0.07667341918921183,0.7363352156765558,0.5689603896871415,0.7273613246622118,0.9121193436177811,1.0,-0.07218645060166623,
data_points_count,0.02041992685602884,0.025304130319827853,0.019201801634441438,0.028025663686616183,0.028025663686616183,,,0.019501607881010786,0.029848996067637742,0.022466968608110833,0.0238196152524746,0.026105789308089964,0.023665614269183847,0.02276471399708672,0.018189090764218742,0.02569910582266847,-0.07472132046159101,0.02387962820284202,0.025157578679037434,0.025157578679037357,0.025124664734669167,0.018541131917427928,,,0.02801298537018579,,0.0073815026080352505,0.023829141975693368,,0.050106123298200675,0.025157578679037434,,0.056916298247391486,0.025157578679037434,,0.056916298247391486,0.02189450376260398,0.04867546210666485,-0.12124745283971476,-0.10427834917333212,-0.038113754126855776,-0.04718521132187112,-0.07218645060166623,1.0,
