token_address,spike_time,price_mean,price_std,price_min,price_max,price_last,price_change_1m,volatility_1m,price_change_3m,volatility_3m,price_change_5m,volatility_5m,price_change_10m,volatility_10m,price_change_15m,volatility_15m,price_momentum,price_trend_slope,price_trend_r2,price_acceleration,volume_total,volume_mean,volume_std,volume_1m,trades_count_1m,buy_sell_ratio_1m,volume_3m,trades_count_3m,buy_sell_ratio_3m,volume_5m,trades_count_5m,buy_sell_ratio_5m,volume_10m,trades_count_10m,buy_sell_ratio_10m,volume_15m,trades_count_15m,buy_sell_ratio_15m,volume_trend_slope,volume_trend_r2,liquidity,holder_count,market_count,unique_wallets_24h,trades_24h,data_points_count,trades_count
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.0011756333835518313,0.00025026566037509825,0.0007847333795968,0.0016102077215022,0.0016102077215022,0.0,,0.15590889075917835,0.0725623989155747,0.4927985198630146,0.15651972935878422,0.392385969441165,0.13088797846841907,0.884907462529589,0.1959810666897194,"0           NaN
1           NaN
2           NaN
3           NaN
4           NaN
5     34.850371
6     35.372483
7     28.236770
8     55.591918
9     48.543187
10    18.498140
11    -6.726464
12     3.033683
13    -3.139080
14     2.025518
15    28.409188
Name: roc, dtype: float64",4.6047328841732214e-05,0.767350917269555,1.2109886968177779,27470569.747253165,2747056.9747253163,4549515.793187517,8381504.371547402,1,0.0,8680244.227076238,3,0.0,11865111.838909712,5,0.0,27470569.747253165,10,0.0,27470569.747253165,10,0.0,303790.4372583453,0.040872319362567786,17387.0268690327,1506,1,11,7,16,10
