token_address,entry_time,exit_time,entry_price,exit_price,return_pct,max_return_pct,strategy,price_change_5m,price_change_10m,price_change_15m,momentum_5m,momentum_10m,momentum_15m,rsi_14,rsi_14_slope,trend_strength_15m,volatility_15m
12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,2024-10-29T15:41:00,2024-10-29T15:44:00,0.0003548495234765,0.0003776353356495,6.421260468314806,6.421260468314806,3min_hold,1.2930403939035218,-5.381020851370177,-0.029556394565954935,0.0025860807878070333,-0.005213125276729767,0.0003135108871857389,47.72021234576021,0.0,-0.5110238867432668,0.0330072217847873
12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,2024-10-29T15:41:00,2024-10-29T15:56:00,0.0003548495234765,0.0003372975084392,-4.946326224519336,8.506807544634931,15min_hold,1.2930403939035218,-5.381020851370177,-0.029556394565954935,0.0025860807878070333,-0.005213125276729767,0.0003135108871857389,47.72021234576021,0.0,-0.5110238867432668,0.0330072217847873
12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,2024-10-29T15:41:00,2024-10-29T16:26:00,0.0003548495234765,0.0003273730545266,-7.7431325483292275,8.506807544634931,45min_hold,1.2930403939035218,-5.381020851370177,-0.029556394565954935,0.0025860807878070333,-0.005213125276729767,0.0003135108871857389,47.72021234576021,0.0,-0.5110238867432668,0.0330072217847873
28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,2024-10-29T23:09:00,2024-10-29T23:12:00,6.42237706141296e-06,6.376003334276645e-06,-0.7220648475303381,-0.7220648475303381,3min_hold,-1.8576866089218158,-2.782629517259827,0.018763800111787354,-0.0037327806992181996,-0.002808841038184461,0.0005456132599642516,46.58439890938571,0.0,-0.12205886758075943,0.024133103958176475
28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,2024-10-29T23:09:00,2024-10-29T23:24:00,6.42237706141296e-06,5.956650231996899e-06,-7.251627006054337,-0.7220648475303381,15min_hold,-1.8576866089218158,-2.782629517259827,0.018763800111787354,-0.0037327806992181996,-0.002808841038184461,0.0005456132599642516,46.58439890938571,0.0,-0.12205886758075943,0.024133103958176475
28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,2024-10-29T23:09:00,2024-10-29T23:54:00,6.42237706141296e-06,5.378931501438298e-06,-16.24703049971809,-0.7220648475303381,45min_hold,-1.8576866089218158,-2.782629517259827,0.018763800111787354,-0.0037327806992181996,-0.002808841038184461,0.0005456132599642516,46.58439890938571,0.0,-0.12205886758075943,0.024133103958176475
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2024-10-25T09:04:00,2024-10-25T09:07:00,0.000611359388762,0.000621808421482,1.7091473382226416,1.9598975117669337,3min_hold,0.14759447295251693,2.7365302020163407,-0.031144332782273576,0.00037726387276028583,0.002952649916020163,0.00017095164008060104,52.156065035552494,0.0,0.2135741569162924,0.02583030394818862
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2024-10-25T09:04:00,2024-10-25T09:19:00,0.000611359388762,0.0006510730318379,6.495957010870465,6.495957010870465,15min_hold,0.14759447295251693,2.7365302020163407,-0.031144332782273576,0.00037726387276028583,0.002952649916020163,0.00017095164008060104,52.156065035552494,0.0,0.2135741569162924,0.02583030394818862
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2024-10-25T09:04:00,2024-10-25T09:49:00,0.000611359388762,0.0005347019926395,-12.538843359833072,30.475129312446164,45min_hold,0.14759447295251693,2.7365302020163407,-0.031144332782273576,0.00037726387276028583,0.002952649916020163,0.00017095164008060104,52.156065035552494,0.0,0.2135741569162924,0.02583030394818862
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26T10:03:00,2024-10-26T10:06:00,0.0009991861006539,0.0009587083686071,-4.05107036820368,2.1731942245883396,3min_hold,1.3943312716083733,7.712330159293868,0.04783368179044345,0.0031311718519779624,0.007726968605267321,0.0004401473413324329,54.0581658825717,0.0,0.14800792210331182,0.024802364198995504
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26T10:24:00,2024-10-26T10:27:00,0.0008972400331671,0.0008797192779245,-1.9527389098717378,2.499019622291428,3min_hold,5.995610708260246,6.89555052274875,-0.09628988229447577,0.011769179464004863,0.006940917719833621,0.00022162233775067336,54.8090765208961,0.0,-0.03826562687863646,0.026068861458595237
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26T10:03:00,2024-10-26T10:18:00,0.0009991861006539,0.0008850460539162,-11.423302091872875,2.1731942245883396,15min_hold,1.3943312716083733,7.712330159293868,0.04783368179044345,0.0031311718519779624,0.007726968605267321,0.0004401473413324329,54.0581658825717,0.0,0.14800792210331182,0.024802364198995504
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,2024-10-26T10:24:00,2024-10-26T10:39:00,0.0008972400331671,0.0009173669953283,2.243208218223982,6.063249079944729,15min_hold,5.995610708260246,6.89555052274875,-0.09628988229447577,0.011769179464004863,0.006940917719833621,0.00022162233775067336,54.8090765208961,0.0,-0.03826562687863646,0.026068861458595237
