quote,base,basePrice,quotePrice,txHash,source,blockUnixTime,txType,owner,side,alias,pricePair,from,to,tokenPrice,poolId,timestamp
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 65, 'feeInfo': None, 'uiAmount': 6.5e-08, 'price': None, 'nearestPrice': 167.2017605734469, 'changeAmount': 65, 'uiChangeAmount': 6.5e-08}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 239662703479, 'uiAmount': 239.662703479, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -239662703479, 'uiChangeAmount': -239.662703479}",,,58ke23VVoAaedBZu5HTQNErLaKNC4FH96LJi1Tkn2fmGUkvuUD8mnPpCJ9YNJBZaWWqBb5JDiLw4FLC37BHgLA99,raydium,1729467141,swap,FSdZrjMeXfXu5RjceTRGYMrRFPhaRV7RjyAfpzBSaiwG,sell,,2.712144987786784e-10,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 239662703479, 'uiAmount': 239.662703479, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -239662703479, 'uiChangeAmount': -239.662703479}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 65, 'feeInfo': None, 'uiAmount': 6.5e-08, 'price': None, 'nearestPrice': 167.2017605734469, 'changeAmount': 65, 'uiChangeAmount': 6.5e-08}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-20 23:32:21
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 65, 'feeInfo': None, 'uiAmount': 6.5e-08, 'price': None, 'nearestPrice': 167.204664697283, 'changeAmount': 65, 'uiChangeAmount': 6.5e-08}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 239422795299, 'uiAmount': 239.422795299, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -239422795299, 'uiChangeAmount': -239.422795299}",,,3EfVo2bVsX6XhhwVLra3P7Siy4SamepWHsyWcxKeyXDtBqzEugpdxBpEJHhGmQ56XYzACGSJLKon89s1tMLt4nCp,raydium,1729467141,swap,ewkEYrQLLX6grUbifQPHGU9VcsyPy7moXbWDNP7MeDa,sell,,2.714862631138593e-10,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 239422795299, 'uiAmount': 239.422795299, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -239422795299, 'uiChangeAmount': -239.422795299}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 65, 'feeInfo': None, 'uiAmount': 6.5e-08, 'price': None, 'nearestPrice': 167.204664697283, 'changeAmount': 65, 'uiChangeAmount': 6.5e-08}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-20 23:32:21
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 162040, 'feeInfo': None, 'uiAmount': 0.00016204, 'price': None, 'nearestPrice': 153.6695235195871, 'changeAmount': 162040, 'uiChangeAmount': 0.00016204}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 62190137900758, 'uiAmount': 62190.137900758, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -62190137900758, 'uiChangeAmount': -62190.137900758}",,,2or8hys3QafYFwdSphBtsxnPiBdfcBsjzYwwsULCh1EsWmrKEsqz6cpowrHku4CKFSsoJamnrW3s5RLvazMKvgbi,raydium,1729247327,swap,2j3MGgjTZnf5woD1dV9XScaSy5SxPeKh5eTTzcpZ142z,sell,,2.605557817842127e-09,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 62190137900758, 'uiAmount': 62190.137900758, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -62190137900758, 'uiChangeAmount': -62190.137900758}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 162040, 'feeInfo': None, 'uiAmount': 0.00016204, 'price': None, 'nearestPrice': 153.6695235195871, 'changeAmount': 162040, 'uiChangeAmount': 0.00016204}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-18 10:28:47
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 64935, 'uiAmount': 6.4935e-05, 'price': None, 'nearestPrice': 153.6695235195871, 'changeAmount': -64935, 'uiChangeAmount': -6.4935e-05}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 4079085628475, 'feeInfo': None, 'uiAmount': 4079.085628475, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 4079085628475, 'uiChangeAmount': 4079.085628475}",,,3xyeW578qZVEvU8UftBK6MuRqZ8QsKdH8Mzuw63KhvmX5z1NS7xqEaXrMsRZLQWbeNjEdEwPhkTNgZpYrPfPJmJy,raydium,1729247325,swap,DzYV9AFEbe9eGc8GRaNvsGjnt7coYiLDY7omCS1jykJU,buy,,1.591900879616408e-08,"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 64935, 'uiAmount': 6.4935e-05, 'price': None, 'nearestPrice': 153.6695235195871, 'changeAmount': -64935, 'uiChangeAmount': -6.4935e-05}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 4079085628475, 'feeInfo': None, 'uiAmount': 4079.085628475, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 4079085628475, 'uiChangeAmount': 4079.085628475}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-18 10:28:45
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 7, 'feeInfo': None, 'uiAmount': 7e-09, 'price': None, 'nearestPrice': 141.11744108815716, 'changeAmount': 7, 'uiChangeAmount': 7e-09}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 688349873, 'uiAmount': 0.688349873, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -688349873, 'uiChangeAmount': -0.688349873}",,,vAasdnYxh2xToKqcvAZMG8eRaEnhS1Dtg7kzERQthPD4ospv9bxnWwq9qvsMcXDaPgYPZZ2GDWL6JH9gJ1XEdL4,raydium,1728484934,swap,6Ld2Hbbuhx6MWkJo6QKs61zD1CtTQv1pdya7hhWe3nXp,sell,,1.016924717294166e-08,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 688349873, 'uiAmount': 0.688349873, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -688349873, 'uiChangeAmount': -0.688349873}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 7, 'feeInfo': None, 'uiAmount': 7e-09, 'price': None, 'nearestPrice': 141.11744108815716, 'changeAmount': 7, 'uiChangeAmount': 7e-09}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-09 14:42:14
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 12, 'feeInfo': None, 'uiAmount': 1.2e-08, 'price': None, 'nearestPrice': 146.2820499996486, 'changeAmount': 12, 'uiChangeAmount': 1.2e-08}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 1202798264, 'uiAmount': 1.202798264, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -1202798264, 'uiChangeAmount': -1.202798264}",,,4AHeEXpvmNaYKRZqzt1AVGhmPiZrwhpE5hkb6qe5szEuhtLQpAeP3RGF9iXMwK9YM39Yf1qqgMFiwP2Zosno8G6j,raydium,1727869247,swap,FENNES8B41Tw8SuiwqkV7T48g8Ar8F1pANgiZ4z67xzb,sell,,9.976735383781699e-09,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 1202798264, 'uiAmount': 1.202798264, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -1202798264, 'uiChangeAmount': -1.202798264}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 12, 'feeInfo': None, 'uiAmount': 1.2e-08, 'price': None, 'nearestPrice': 146.2820499996486, 'changeAmount': 12, 'uiChangeAmount': 1.2e-08}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-02 11:40:47
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 100000, 'uiAmount': 0.0001, 'price': None, 'nearestPrice': 144.77651980992007, 'changeAmount': -100000, 'uiChangeAmount': -0.0001}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 69983354283119, 'feeInfo': None, 'uiAmount': 69983.354283119, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 69983354283119, 'uiChangeAmount': 69983.354283119}",,,4CRvd3zyFr7Fdy42V2wXB8aMuSeCsqw1Vc474w6NKwBPhNK3CepPyB1X9WF9AfpcZU26subw2bRk28o18rXCoR2N,raydium,1727813149,swap,22WLnDCeMvcoboRgVt8a4ztkd4yA1ptSv9JpnE2gx95R,buy,,1.4289112178797275e-09,"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 100000, 'uiAmount': 0.0001, 'price': None, 'nearestPrice': 144.77651980992007, 'changeAmount': -100000, 'uiChangeAmount': -0.0001}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 69983354283119, 'feeInfo': None, 'uiAmount': 69983.354283119, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 69983354283119, 'uiChangeAmount': 69983.354283119}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-01 20:05:49
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 32738, 'feeInfo': None, 'uiAmount': 3.2738e-05, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': 32738, 'uiChangeAmount': 3.2738e-05}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 3993450435294, 'uiAmount': 3993.450435294, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -3993450435294, 'uiChangeAmount': -3993.450435294}",,,5GUWoZWXCfDbAzWhQybca4ZNb4zeVfthwAPWKqWhK9czGLyXLTDqYcEBHu7in1PinkLMwFTkjtxAAjtRQr33yeTD,raydium,1727813088,swap,2j3MGgjTZnf5woD1dV9XScaSy5SxPeKh5eTTzcpZ142z,sell,,8.19792320712497e-09,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 3993450435294, 'uiAmount': 3993.450435294, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -3993450435294, 'uiChangeAmount': -3993.450435294}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 32738, 'feeInfo': None, 'uiAmount': 3.2738e-05, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': 32738, 'uiChangeAmount': 3.2738e-05}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-01 20:04:48
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 100000, 'uiAmount': 0.0001, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': -100000, 'uiChangeAmount': -0.0001}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 49693663666489, 'feeInfo': None, 'uiAmount': 49693.663666489, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 49693663666489, 'uiChangeAmount': 49693.663666489}",,,58FLyJivkF7GDwCbAUK5jm1QzxNTU8SPyx6VZFxd6Xik47LksW78oUSHjemz9n6HV3iDzMHSZ7FnEW8WgydfCUAM,raydium,1727813088,swap,CaShxDq2Vbdp2XryjDdUZthbTzwYsvKuH6Knn9pPi4xU,buy,,2.012328989690393e-09,"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 100000, 'uiAmount': 0.0001, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': -100000, 'uiChangeAmount': -0.0001}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 49693663666489, 'feeInfo': None, 'uiAmount': 49693.663666489, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': 49693663666489, 'uiChangeAmount': 49693.663666489}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-01 20:04:48
"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 72755, 'feeInfo': None, 'uiAmount': 7.2755e-05, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': 72755, 'uiChangeAmount': 7.2755e-05}","{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 66557507254908, 'uiAmount': 66557.507254908, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -66557507254908, 'uiChangeAmount': -66557.507254908}",,,2DaZ714Sj7FtG87qFGoX6WUqGeu7W4qki1DeHvXoDZk27er2mJxGB2zFmp9bruyu75ykw5fU7JfLHVzt4U3nbUf6,raydium,1727813088,swap,2j3MGgjTZnf5woD1dV9XScaSy5SxPeKh5eTTzcpZ142z,sell,,1.093114856621001e-09,"{'symbol': 'ZIP', 'decimals': 9, 'address': '6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw', 'amount': 66557507254908, 'uiAmount': 66557.507254908, 'price': None, 'nearestPrice': 3.235055674092141e-05, 'changeAmount': -66557507254908, 'uiChangeAmount': -66557.507254908}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 72755, 'feeInfo': None, 'uiAmount': 7.2755e-05, 'price': None, 'nearestPrice': 144.81001624592034, 'changeAmount': 72755, 'uiChangeAmount': 7.2755e-05}",,HPNdYSxuYvjg6boVQPmR9EjjUct7xes3vJWXZnRpiYv1,2024-10-01 20:04:48
