quote,base,basePrice,quotePrice,txHash,source,blockUnixTime,txType,owner,side,alias,pricePair,from,to,tokenPrice,poolId,timestamp
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 232446042005, 'feeInfo': None, 'uiAmount': 232446.042005, 'price': 4.408146524305396e-05, 'nearestPrice': 4.398624704005918e-05, 'changeAmount': 232446042005, 'uiChangeAmount': 232446.042005}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 59820000, 'uiAmount': 0.05982, 'price': None, 'nearestPrice': 171.28990507403657, 'changeAmount': -59820000, 'uiChangeAmount': -0.05982}",,4.408146524305396e-05,2aCRpSxdASBiSTQXwtTvLmdqt4fSPquWvKxzPaneWLptqzAFWFV4kiYizNYNSXs6udjQkjeM4MfA2577QX1EfMGD,raydium,1729721623,swap,EpyTxp5TSX3tn4pHoRbTPNrjMpHMQ8xF4Z1X4rBzL8cp,buy,,2.5735004771005414e-07,"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 59820000, 'uiAmount': 0.05982, 'price': None, 'nearestPrice': 171.28990507403657, 'changeAmount': -59820000, 'uiChangeAmount': -0.05982}","{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 232446042005, 'feeInfo': None, 'uiAmount': 232446.042005, 'price': 4.408146524305396e-05, 'nearestPrice': 4.398624704005918e-05, 'changeAmount': 232446042005, 'uiChangeAmount': 232446.042005}",4.408146524305396e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 22:13:43
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12007318281, 'uiAmount': 12007.318281, 'price': 4.398624704005918e-05, 'nearestPrice': 4.3982079339485916e-05, 'changeAmount': -12007318281, 'uiChangeAmount': -12007.318281}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3072889, 'feeInfo': None, 'uiAmount': 0.003072889, 'price': None, 'nearestPrice': 171.8763249166126, 'changeAmount': 3072889, 'uiChangeAmount': 0.003072889}",,4.398624704005918e-05,2NtKM9smWdoeAzgjPQDpCjvsQF79mbtsJMBpwNWMdpRJSdXxMBgPmjn4Z3TvySrnjatptvewewbvPdwuJjX5DVQ4,raydium,1729719540,swap,9RaxSno9TjyxH1NdMy5kFjKtDLqSZwkiPMtzpHYLaSRR,sell,,2.559180100074837e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12007318281, 'uiAmount': 12007.318281, 'price': 4.398624704005918e-05, 'nearestPrice': 4.3982079339485916e-05, 'changeAmount': -12007318281, 'uiChangeAmount': -12007.318281}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3072889, 'feeInfo': None, 'uiAmount': 0.003072889, 'price': None, 'nearestPrice': 171.8763249166126, 'changeAmount': 3072889, 'uiChangeAmount': 0.003072889}",4.398624704005918e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 21:39:00
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 422635442739, 'uiAmount': 422635.442739, 'price': 4.3982079339485916e-05, 'nearestPrice': 4.431286414829875e-05, 'changeAmount': -422635442739, 'uiChangeAmount': -422635.442739}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 108282467, 'feeInfo': None, 'uiAmount': 0.108282467, 'price': None, 'nearestPrice': 171.66570072905208, 'changeAmount': 108282467, 'uiChangeAmount': 0.108282467}",,4.3982079339485916e-05,2d7eyD3roi8SXi9bM3fJYgjDKDTL2oPqKatnzRXFWiWAj8nTgf3W1hnCz1a2vD74fRekMv9sUgGiSkGYp6B1qHQS,raydium,1729719154,swap,FAU9A2NDajZM8A51FSiQmBe1tW1X3smNXYGiU3tppmZL,sell,,2.5620772904952555e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 422635442739, 'uiAmount': 422635.442739, 'price': 4.3982079339485916e-05, 'nearestPrice': 4.431286414829875e-05, 'changeAmount': -422635442739, 'uiChangeAmount': -422635.442739}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 108282467, 'feeInfo': None, 'uiAmount': 0.108282467, 'price': None, 'nearestPrice': 171.66570072905208, 'changeAmount': 108282467, 'uiChangeAmount': 0.108282467}",4.3982079339485916e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 21:32:34
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12546565215, 'feeInfo': None, 'uiAmount': 12546.565215, 'price': 4.431286414829875e-05, 'nearestPrice': 4.445418226854584e-05, 'changeAmount': 12546565215, 'uiChangeAmount': 12546.565215}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3234102, 'uiAmount': 0.003234102, 'price': None, 'nearestPrice': 171.90992736161868, 'changeAmount': -3234102, 'uiChangeAmount': -0.003234102}",,4.431286414829875e-05,ZdM5kEiorPxwAUUWJQCDnXEyaKMQhdNUb1HdxjPP1hbxg9v7RixTFuQQGcawRHMo36errQzUV4FZrjiHcCi6Z7o,raydium,1729719093,swap,2VdzLvPZrpvgwT5pUjTFZjDoJZonrBB2xm5jbC1KC671,buy,,2.5776791851633474e-07,"{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3234102, 'uiAmount': 0.003234102, 'price': None, 'nearestPrice': 171.90992736161868, 'changeAmount': -3234102, 'uiChangeAmount': -0.003234102}","{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12546565215, 'feeInfo': None, 'uiAmount': 12546.565215, 'price': 4.431286414829875e-05, 'nearestPrice': 4.445418226854584e-05, 'changeAmount': 12546565215, 'uiChangeAmount': 12546.565215}",4.431286414829875e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 21:31:33
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12546565215, 'uiAmount': 12546.565215, 'price': None, 'nearestPrice': 4.431286414829875e-05, 'changeAmount': -12546565215, 'uiChangeAmount': -12546.565215}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3267740, 'feeInfo': None, 'uiAmount': 0.00326774, 'price': None, 'nearestPrice': 171.96630790182718, 'changeAmount': 3267740, 'uiChangeAmount': 0.00326774}",,,ZdM5kEiorPxwAUUWJQCDnXEyaKMQhdNUb1HdxjPP1hbxg9v7RixTFuQQGcawRHMo36errQzUV4FZrjiHcCi6Z7o,whirlpool,1729719093,swap,2VdzLvPZrpvgwT5pUjTFZjDoJZonrBB2xm5jbC1KC671,sell,,2.6044897101345835e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 12546565215, 'uiAmount': 12546.565215, 'price': None, 'nearestPrice': 4.431286414829875e-05, 'changeAmount': -12546565215, 'uiChangeAmount': -12546.565215}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 3267740, 'feeInfo': None, 'uiAmount': 0.00326774, 'price': None, 'nearestPrice': 171.96630790182718, 'changeAmount': 3267740, 'uiChangeAmount': 0.00326774}",,FJk3CAdboiZUJHLXRca58QL1s9TWD99vr1fUHRgnSFUz,2024-10-23 21:31:33
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 2922520221719, 'uiAmount': 2922520.221719, 'price': 4.445418226854584e-05, 'nearestPrice': 4.3481748978062736e-05, 'changeAmount': -2922520221719, 'uiChangeAmount': -2922520.221719}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 755293916, 'feeInfo': None, 'uiAmount': 0.755293916, 'price': None, 'nearestPrice': 172.0101855286326, 'changeAmount': 755293916, 'uiChangeAmount': 0.755293916}",,4.445418226854584e-05,8qY8ptDLFnbdQKFKR1GFKm9ysJeUUaf4Wxk7eT7ZymgC3fMngAYThgfmxu9WQdyCSKfztVNqWba43srAU1sA9AV,raydium,1729719069,swap,8tSGcu6rq75x2MWfsAAXACtj8fekpyudQ7Np7JJ2NryM,sell,,2.584392437687712e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 2922520221719, 'uiAmount': 2922520.221719, 'price': 4.445418226854584e-05, 'nearestPrice': 4.3481748978062736e-05, 'changeAmount': -2922520221719, 'uiChangeAmount': -2922520.221719}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 755293916, 'feeInfo': None, 'uiAmount': 0.755293916, 'price': None, 'nearestPrice': 172.0101855286326, 'changeAmount': 755293916, 'uiChangeAmount': 0.755293916}",4.445418226854584e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 21:31:09
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 100946787606, 'uiAmount': 100946.787606, 'price': 4.3481748978062736e-05, 'nearestPrice': 4.333641038516969e-05, 'changeAmount': -100946787606, 'uiChangeAmount': -100946.787606}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 26295161, 'feeInfo': None, 'uiAmount': 0.026295161, 'price': None, 'nearestPrice': 166.92587958772742, 'changeAmount': 26295161, 'uiChangeAmount': 0.026295161}",,4.3481748978062736e-05,5tPAgtVjeAnuzTjE1pUznHSGGmCXeQAdckfugA5D6betE1HMCs9PL55cuh8VnDgvob3vumJ3mr2BWzupnh8bAcav,raydium,1729707953,swap,DHNiWKoL8KdQRbLoJKgHJjUy7iAqDZNF7Hrmao2LfdBr,sell,,2.604853668313967e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 100946787606, 'uiAmount': 100946.787606, 'price': 4.3481748978062736e-05, 'nearestPrice': 4.333641038516969e-05, 'changeAmount': -100946787606, 'uiChangeAmount': -100946.787606}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 26295161, 'feeInfo': None, 'uiAmount': 0.026295161, 'price': None, 'nearestPrice': 166.92587958772742, 'changeAmount': 26295161, 'uiChangeAmount': 0.026295161}",4.3481748978062736e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 18:25:53
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 3087986591, 'uiAmount': 3087.986591, 'price': 4.333641038516969e-05, 'nearestPrice': 4.3291235336969336e-05, 'changeAmount': -3087986591, 'uiChangeAmount': -3087.986591}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 804594, 'feeInfo': None, 'uiAmount': 0.000804594, 'price': None, 'nearestPrice': 166.32270955472842, 'changeAmount': 804594, 'uiChangeAmount': 0.000804594}",,4.333641038516969e-05,2HQHxbh35ExzGwF7ADX6SEkywRsh4uEpyTdstUzrUitFNEB1NfgsXW6dPbxM679xP7VWE9ScLF6k6nrhHzovGDMp,raydium,1729688629,swap,2jtjNiH6scLFHTGr2Puevvs6RcWGnLEybzq1SqZLy5CK,sell,,2.605561832246959e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 3087986591, 'uiAmount': 3087.986591, 'price': 4.333641038516969e-05, 'nearestPrice': 4.3291235336969336e-05, 'changeAmount': -3087986591, 'uiChangeAmount': -3087.986591}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 804594, 'feeInfo': None, 'uiAmount': 0.000804594, 'price': None, 'nearestPrice': 166.32270955472842, 'changeAmount': 804594, 'uiChangeAmount': 0.000804594}",4.333641038516969e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 13:03:49
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 247494183289, 'uiAmount': 247494.183289, 'price': 4.3291235336969336e-05, 'nearestPrice': 4.333158023774156e-05, 'changeAmount': -247494183289, 'uiChangeAmount': -247494.183289}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 64528620, 'feeInfo': None, 'uiAmount': 0.06452862, 'price': None, 'nearestPrice': 166.0399514710701, 'changeAmount': 64528620, 'uiChangeAmount': 0.06452862}",,4.3291235336969336e-05,SrHTSoNCnbTdoLwciuwro1koaXWcZFKWYRD2gWH2NEJmyLBND4uexJdBtoqFz9Zg9p8achNwUH5MnNmQBEW5i42,raydium,1729683921,swap,CDQ11siKqsjxZS5zxck6BKaidFw2ELTvKdLYu2p8dG1a,sell,,2.6072782455921256e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 247494183289, 'uiAmount': 247494.183289, 'price': 4.3291235336969336e-05, 'nearestPrice': 4.333158023774156e-05, 'changeAmount': -247494183289, 'uiChangeAmount': -247494.183289}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 64528620, 'feeInfo': None, 'uiAmount': 0.06452862, 'price': None, 'nearestPrice': 166.0399514710701, 'changeAmount': 64528620, 'uiChangeAmount': 0.06452862}",4.3291235336969336e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 11:45:21
"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 520000000000, 'uiAmount': 520000, 'price': 4.333158023774156e-05, 'nearestPrice': 4.369556154647693e-05, 'changeAmount': -520000000000, 'uiChangeAmount': -520000}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 135851943, 'feeInfo': None, 'uiAmount': 0.135851943, 'price': None, 'nearestPrice': 165.86013586589343, 'changeAmount': 135851943, 'uiChangeAmount': 0.135851943}",,4.333158023774156e-05,27PCv31hBsAvAYsNDCG66tH6MZCKdpsSSue6h4EGvxn9LpLYYLqSBSFGDGiHZ6tQi6XV3ZmswQ4tiWWy2Ng3aLug,raydium,1729681494,swap,WqfTedcmKqus7R3TkU6cmRiKELJmJ1fEVrYd9r4t2NZ,sell,,2.6125373653846153e-07,"{'symbol': 'LOLCAT', 'decimals': 6, 'address': 'FNLK4bSwHNrVCeCXCKjY5y6ZCbYM25saKLD6cHhBpump', 'amount': 520000000000, 'uiAmount': 520000, 'price': 4.333158023774156e-05, 'nearestPrice': 4.369556154647693e-05, 'changeAmount': -520000000000, 'uiChangeAmount': -520000}","{'symbol': 'SOL', 'decimals': 9, 'address': 'So11111111111111111111111111111111111111112', 'amount': 135851943, 'feeInfo': None, 'uiAmount': 0.135851943, 'price': None, 'nearestPrice': 165.86013586589343, 'changeAmount': 135851943, 'uiChangeAmount': 0.135851943}",4.333158023774156e-05,2jvvmbSSSX9Kna9sg9djWhvmj4raZA9vN47ntSDgzjbf,2024-10-23 11:04:54
