momentum_7m,momentum_5m,trend_acceleration,momentum_acc_7m,momentum_acc_14m,price_change_15m
-0.2927205224127997,0.32974364254182403,1.0890942737967624,0.03131440459218483,0.03572400553117899,-0.0597768267633511
-0.2927205224127997,0.32974364254182403,1.0890942737967624,0.03131440459218483,0.03572400553117899,-0.0597768267633511
-0.4450619606812095,-0.18403061177531946,0.23175600680596548,0.021132696691824982,0.038751353132849026,-0.05884114355419529
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.3923836088924445,0.009945223989769079,0.15299430448734902,0.04109761664026408,0.04542273433361425,-0.057663130867902486
-0.31840411509485417,0.009644231972986434,0.10047342721872812,0.04064325849290163,0.028784318777498676,-0.058123020320640546
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.4498899425014479,-0.033384478867691,2.0227879413369294,0.023171575928559663,0.03471759797409253,-0.05496813184801171
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
-0.1259424502055166,-0.40413372356001587,-0.19743526849010712,-0.13787939133461588,-0.2111735293975094,-0.02676800350304288
