,future_price_increase,price_mean,price_std,price_min,price_max,price_last,price_change_3m,volatility_3m,momentum_3m,momentum_std_3m,acceleration_3m,trend_strength_3m,trend_consistency_3m,momentum_strength_3m,volatility_acceleration_3m,volatility_adjusted_momentum_3m,price_change_5m,volatility_5m,momentum_5m,momentum_std_5m,acceleration_5m,trend_strength_5m,trend_consistency_5m,momentum_strength_5m,volatility_acceleration_5m,volatility_adjusted_momentum_5m,price_change_10m,volatility_10m,momentum_10m,momentum_std_10m,acceleration_10m,trend_strength_10m,trend_consistency_10m,momentum_strength_10m,volatility_acceleration_10m,volatility_adjusted_momentum_10m,price_change_15m,volatility_15m,momentum_15m,momentum_std_15m,acceleration_15m,trend_strength_15m,trend_consistency_15m,momentum_strength_15m,volatility_acceleration_15m,volatility_adjusted_momentum_15m,volume_total,volume_mean,volume_std,volume_skew,volume_kurtosis,avg_trade_interval,trade_interval_std,trade_interval_skew,whale_trade_count,whale_volume_ratio,volume_1m,trades_count_1m,avg_trade_size_1m,max_trade_size_1m,buy_sell_ratio_1m,buy_sell_imbalance_1m,large_trade_ratio_1m,volume_momentum_1m,volume_momentum_std_1m,volume_acceleration_1m,volume_3m,trades_count_3m,avg_trade_size_3m,max_trade_size_3m,buy_sell_ratio_3m,buy_sell_imbalance_3m,large_trade_ratio_3m,volume_momentum_3m,volume_momentum_std_3m,volume_acceleration_3m,volume_5m,trades_count_5m,avg_trade_size_5m,max_trade_size_5m,buy_sell_ratio_5m,buy_sell_imbalance_5m,large_trade_ratio_5m,volume_momentum_5m,volume_momentum_std_5m,volume_acceleration_5m,volume_10m,trades_count_10m,avg_trade_size_10m,max_trade_size_10m,buy_sell_ratio_10m,buy_sell_imbalance_10m,large_trade_ratio_10m,volume_momentum_10m,volume_momentum_std_10m,volume_acceleration_10m,volume_15m,trades_count_15m,avg_trade_size_15m,max_trade_size_15m,buy_sell_ratio_15m,buy_sell_imbalance_15m,large_trade_ratio_15m,volume_momentum_15m,volume_momentum_std_15m,volume_acceleration_15m,volume_trend_slope,volume_trend_r2,volume_trend_strength,rsi_7,rsi_7_slope,rsi_trend_strength_7,rsi_14,rsi_14_slope,rsi_trend_strength_14,liquidity,market_count,holder_count,unique_wallets_24h,active_ratio,trades_24h,trades_per_holder
trades_count_3m,-0.06722397701500851,0.199108903276638,0.14044575169448592,0.20086995658747736,0.19722445529636104,0.20102770558829502,0.016287616712602117,0.16334087709579523,0.007838793594186867,0.16334087709579523,,0.03307211974276006,0.08494207716264957,0.03279828358319015,0.1471122198545248,-0.03167868949381832,-0.0224942632716432,0.1834210705028633,-0.03118059903142871,0.1834210705028633,0.04312360133525976,0.15268455477784107,0.08934288535974146,0.15342435962012232,0.12549225421029966,-0.17235080717615234,0.03263932029264312,0.1680341703893794,0.01666341968582387,0.1680341703893794,0.00505993492969108,0.15191403126972114,0.1524501834350627,0.15251517874315892,0.0994304135245509,-0.15095588118692083,0.025418906607777736,0.12378730413338389,0.018018809218566238,0.12378730413338389,-0.0023133935930313406,0.15023764869543285,0.16020919040464307,0.15251969267647122,-0.0643489859696885,-0.15233740218093073,-0.08777501209090256,-0.08777501209090222,-0.08184889830822198,-0.09415180170040939,-0.029012735116655475,-0.41067484472189153,-0.409366898735453,0.2376092923272531,0.23025970645574798,0.005103012302998878,-0.03379479590113639,0.8455329366934481,-0.040219826612883244,-0.036701110574430915,0.16846043021685733,0.021717051585783274,0.03294028135296107,0.11553760974399924,0.09638461062093655,0.04675152577198808,-0.0339308043284897,1.0,-0.04137534227557366,-0.03841704471947712,0.16910080725550145,0.06431810620966401,-0.016856793377304703,0.10532164345760132,0.09039839674450888,0.06207439023724677,-0.034041679355090414,0.9540820935546337,-0.04140067931574513,-0.03854870938211674,0.16981818032092894,0.09685951187486995,-0.04370746395897889,0.10724171370594947,0.09618250703653453,0.07229921978640062,-0.034448528043417956,0.8423773637012982,-0.03806759560988835,-0.038781028053436695,0.1713671379878014,0.20445292205634588,-0.051211988251618,-0.05669582694860299,0.003156578617076817,0.03899524910286161,-0.0347069063791646,0.7806641220418481,-0.037316290647960014,-0.03890045488273363,0.17150222653648958,0.21712940905392078,-0.014599917758060653,-0.05914837323285848,0.020337674007575184,0.1410815186862902,-0.0590580319277089,-0.017728840245898384,-0.02063124296585467,-0.009080310032207713,-0.01722806809698787,-0.12218954270505512,0.02704792580851019,0.013386053933792125,-0.028984458006331076,0.24682305201138705,0.3685989763998259,0.38457164004902444,0.5718147938363504,0.39674154070620543,0.4808944606298138,0.23515738895290467
avg_trade_size_3m,-0.003962560614501702,-0.006685538224853317,-0.004787729484873384,-0.00674093153849729,-0.006625836964261087,-0.006751733748851044,-0.0037622130657562194,-0.01778034868720709,-0.003541400597032766,-0.01778034868720709,,-0.002528468238794614,-0.018158539661538294,-0.002510943886052667,0.1131513877927604,0.0008893966004184412,-0.009479901040067655,-0.029941052035317033,-0.009729770204956606,-0.029941052035317033,0.004306851453042305,-0.01299372496204711,-0.03773293790218847,-0.012969754982452631,0.1383213250756979,0.002554288730016508,-0.010248288205363436,-0.04163928276432787,-0.011723686232054557,-0.04163928276432787,-0.0025093326246936375,-0.007588867832505689,-0.0531564120406162,-0.007496801191056455,0.06734933120261664,0.001265342553920623,-0.010965985438226885,-0.04596238979790826,-0.013196086047110082,-0.04596238979790826,-0.0053376844485575866,-0.006429739691227942,-0.06346477171218264,-0.006312716053704261,0.032773108967658046,0.0021730446170620515,0.5639186321872937,0.5639186321872937,0.43392620415364186,0.028248720120999132,0.03181433338280834,0.07281583017703787,0.12308789760330081,0.009432031508625685,-0.007679750184133556,0.027217029371148452,0.9962781417519233,-0.03226284639843527,0.9977170336353659,0.997352623500965,-0.006410108824014141,-0.023099636652597063,0.028134763008409006,0.06314757918778553,0.0378530411416894,0.009209810355414903,0.995209331734622,-0.04137534227557366,1.0,0.9974060771406877,-0.006221345687542125,-0.024123314583929044,0.034094079554723294,-0.00201122644313149,0.0069504586099198296,0.00044873092506110594,0.9951810414302419,-0.04618759080199269,0.9999996772897054,0.9974061510860711,-0.006115016225529265,-0.02297746650176766,0.03457991861057624,-0.001882017163999466,0.008851004131039652,0.001774891042229668,0.9951807018130986,-0.054583889122812146,0.9988526533946622,0.9974058033422774,-0.005870740212478621,-0.01967430511258246,0.036545719617990524,0.9001101112708442,0.9179361942078617,-0.9924417577714737,0.9951807123272524,-0.05988622032560655,0.9948925600673857,0.9974056401283361,-0.005851328084152305,-0.019159852751034535,0.0462539001998737,0.49233261305843146,0.8863010327706456,0.0006663164958602834,0.45169912348495433,0.015292648665354255,0.02117182142069523,-0.04760589753751552,0.14329115869883793,0.008273535080404385,-0.06833385197202448,0.1989909061832039,0.1585940892731358,-0.009837889732954058,-0.01723285508471558,-0.022179658306009237,-0.02521929011162533,-0.010229898041285823,-0.0174970400108987,-0.007890881187910877
max_trade_size_3m,-0.003111529659845391,-0.007331834238033827,-0.005234768868792623,-0.007393430769810937,-0.007265666892386474,-0.007403824382361005,-0.004401625072139236,-0.01934906109197179,-0.004178481388848108,-0.01934906109197179,,-0.0026130879463963034,-0.01980014306250237,-0.0025934814028275984,0.10178558971308005,0.0008418021644363527,-0.010094434694138203,-0.03230574948220702,-0.010348027231266916,-0.03230574948220702,0.003950850490142198,-0.013161968732482005,-0.0380604032554701,-0.013128688503781785,0.12276168339455372,0.002428827402573348,-0.011193019369867233,-0.04407852766236601,-0.01272248158406414,-0.04407852766236601,-0.002148680623793932,-0.007730510262789962,-0.05321061582903207,-0.007632383642289762,0.05232200586411847,0.0009952968233487558,-0.011315806676116582,-0.04765275756966751,-0.01350849759881862,-0.04765275756966751,-0.005921150232245536,-0.0070058170887712205,-0.06223572599518146,-0.006883767884029465,0.03222843017079436,0.002730054320793533,0.563220330235553,0.5632203302355536,0.4330182145528495,0.028422112089647254,0.03160821998652659,0.07020774545580948,0.12012424464205972,0.00990871220315604,-0.008431850268621676,0.028323961033970977,0.9905552069818482,-0.029377036162522432,0.9906451536634544,0.9909815333291955,-0.006137522914522182,-0.01783240743624806,0.02744843920813553,0.07138202035587857,0.03807688820576071,0.011557326666863947,0.9987699102359967,-0.03841704471947712,0.9974060771406877,1.0,-0.006124318670364437,-0.022543969847734796,0.03333100726774214,-0.00011288743196391904,0.008013121193182595,0.010328742687382113,0.9987497258721988,-0.043756988459298866,0.9974059485711366,0.9999992036439028,-0.006007534901587811,-0.02115158872790869,0.033584771173369464,0.0002217213928082684,0.010288144423570688,0.012109520131600429,0.998747021686321,-0.052690499807518824,0.9947911533197207,0.9999974392594864,-0.005739243907028135,-0.01697146176227103,0.0353151333049681,0.9609192327657158,0.8968135683953163,-0.9687821629586186,0.9987349662625572,-0.05795635585103885,0.9901372088815009,0.9999966087787572,-0.005717924187939194,-0.01636116056413899,0.04491214387895155,0.6388529346352138,0.8661641192541883,0.004666925286836548,0.44861150934042443,0.011917561847042362,0.017029967499444777,-0.04994536787877124,0.1347913763078646,0.01563754887568736,-0.06265351212592628,0.18481762099681914,0.14602817734898624,-0.010272325766607972,-0.017398602491221438,-0.021123582119480535,-0.02549558906060446,-0.01123927334987065,-0.017941159663408302,-0.008631923288769567
buy_sell_ratio_3m,-0.004082879363974375,0.8927323820569466,0.8289535605531639,0.8907515822641097,0.8941659427830995,0.8907522679239919,-0.029464345725730607,-0.0922659720910096,-0.030230924660034506,-0.0922659720910096,,0.1031048731360907,-0.13085528337914046,0.10318336192392212,0.06881887213161764,-0.10890202887612509,-0.03351327517308688,-0.12503573634822673,-0.03415701935092175,-0.12503573634822673,-0.012978528665971711,0.6130705644520578,-0.15294752869202483,0.6157024727524472,-0.012715835783961618,-0.610542286595875,-0.03859765907362451,-0.1467490531279566,-0.04254583812389052,-0.1467490531279566,-0.0017068146265174905,0.6280909453831426,-0.17659828893853632,0.6328233533309424,-0.043191375072212226,-0.6318530863390817,-0.04668183405035785,-0.15595013901138596,-0.055157918919051155,-0.15595013901138596,-0.0012543470056445324,0.6084802034884438,-0.20133223245646295,0.6153455566946909,-0.16117591035653486,-0.6167439678564282,-0.012736875658455356,-0.012736875658455389,-0.011848111414431914,-0.3575620945334883,-0.1546235080780183,-0.056969741081528656,-0.057899907712871776,0.06248912072352739,0.662081616474149,-0.13062952332300803,-0.005848286149574495,0.23768297045088785,-0.006013029819088138,-0.0056485895603098964,0.9999999999598933,0.3375677822023096,0.023952468298304812,0.00543666759061106,-0.0056237129187806465,-0.017643114712047783,-0.006484091928840184,0.16910080725550145,-0.006221345687542125,-0.006124318670364437,1.0,0.477153823812718,0.03017417552407901,-0.013386383118037467,-0.018436911530353896,-0.011888542468338516,-0.006556645566761624,0.14906569393210067,-0.006227091647522107,-0.0061492041386049644,0.9999999999751457,0.4764036885787509,0.0300677167910861,-0.012523218421449515,-0.016296553704972683,-0.010516005955820291,-0.006634923892341992,0.1172786410062707,-0.005722798585039572,-0.006191569298254643,0.9999999994494614,0.5126979960351478,0.031078357611368547,-0.012215448491517834,-0.009739100852179898,0.004650771062671775,-0.00667548451379859,0.10384209607122703,-0.005602340991138738,-0.006207226058857349,0.9999999994494514,0.512860559595534,0.04566322674871338,-0.013883302523534698,-0.010010697749094868,-0.0019231509337644041,-0.00843244733333358,-0.04434539208902707,-0.048506632835633036,-0.1800588700027281,-0.007004822876752053,-0.12962246605282093,-0.22086954156262179,-0.0009155519778545092,-0.09921252988505695,-0.02259253131377613,-0.039117223139034984,-0.056973785928101504,-0.06982007949101524,-0.029834056133905724,0.7195841715456897,0.8730514002030005
buy_sell_imbalance_3m,0.18489046145428317,0.2834936484347894,0.20841247381285852,0.28558237803046127,0.2811999819138496,0.28555715772552714,-0.044316922624383345,-0.014532095527622042,-0.043213344119184656,-0.014532095527622042,,0.03320550190617083,-0.044239814126457125,0.033336749597766814,0.041989111498025894,-0.04316724860487611,0.018025918203928723,-0.017793389826477997,0.022598532027625216,-0.017793389826477997,-0.08860864837446485,0.2172757719924237,-0.011575330006751896,0.21834967668251182,0.0285533982023322,-0.22426558148607006,-0.04611629796719859,-0.039406420308418635,-0.04480745677935094,-0.039406420308418635,0.07585505324316671,0.22702134060952264,-0.0461824751269714,0.22892377489811258,-0.02475826683506187,-0.2323228117036058,-0.04777654498788971,-0.05334482834153058,-0.049039804970427835,-0.05334482834153058,0.03177604383855116,0.22322351430975226,-0.03665155927284299,0.22424551866673795,-0.04366887999236796,-0.22891878610657146,-0.04645158035546142,-0.04645158035546163,-0.044375766328150906,-0.09243919330930633,-0.054717911277217715,-0.13520061789196897,-0.1364136034234048,-0.023505953898720417,0.283957948752839,0.07472930383985812,-0.019969193060874458,0.1772173998032169,-0.023298770207348014,-0.020661785470489424,0.4862885252242837,0.858702546289039,-0.12980747999978914,0.19139659521131933,0.2503124399103763,0.1014134987360284,-0.022495732490983793,0.06431810620966401,-0.024123314583929044,-0.022543969847734796,0.477153823812718,1.0,-0.1449692312922209,-0.025739344201827597,-0.03665121326783317,0.1101177643143828,-0.02272985423050904,0.055549147559913484,-0.02413803047514871,-0.02259260833650705,0.42105834557913296,0.9465986894905138,-0.14230083404443084,-0.024624519362942784,-0.033265565471673676,0.10105434927933263,-0.023015523501838046,0.026220326506524175,-0.02216432219950665,-0.022743148348842494,0.336310009739045,0.8032520095089735,-0.14598194317233723,-0.04436108199905472,-0.02602488965489248,0.016381399068625492,-0.023103032859745472,0.012919411450653383,-0.021671435190885345,-0.02273835982341101,0.33117512176959246,0.7816018738450348,-0.1487067352179011,-0.0499146755746873,-0.031013149631833527,0.06564401427665091,-0.03345450204209996,0.17045278604224331,0.09424987193402408,-0.01715530190974146,-0.0200518148633224,-0.015158221681685015,-0.013029867584683675,0.03825275401774079,-0.02649009968762973,0.18523075850137924,0.23436400177802266,0.22161679957607508,0.07999715526165019,-0.10974903499249264,0.3424862271161191,0.3323576578167001
large_trade_ratio_3m,-0.04516480705014865,0.04821397896288548,0.036323437226459705,0.04853034560586409,0.04787564385391674,0.04850757621456598,0.023259812487743718,0.07993348476602459,0.029656811102926364,0.07993348476602459,,0.005961168821476696,0.005682784228199577,0.00599409808895695,0.06462703009572207,-0.006970374660796361,0.018597149467649576,0.03609868520902738,0.023562119057259082,0.03609868520902738,0.021784674292937473,0.028472229515824395,0.018153006791565854,0.028084403947102314,0.03428341107169074,-0.006997254824575221,-0.02201364660515533,0.023040165436918853,-0.01564744879834047,0.023040165436918853,0.02112275853122909,0.014963492102486672,0.02429594231404511,0.01575276740498583,0.031323205156979984,-0.029420880735007118,-0.027724545042365222,-0.014157465434851685,-0.020972906115821248,-0.014157465434851685,0.03913228626572554,0.02065273434746908,0.002455016393338906,0.022068526731150954,0.03985428353286082,-0.02797191928811721,-0.034605474448012374,-0.034605474448012374,-0.03878169367315104,0.02741367279247537,0.04012056294876631,-0.054593376836843774,-0.05766991151301975,0.12471049177130808,0.06278424481271587,0.0538600464641253,0.034569045058373216,-0.00976916454795536,0.03478451873081226,0.03470851694972652,0.03281576365454326,-0.08704519203665934,0.8069060780124291,-0.011117019756697986,-0.05222938485815938,-0.01667695975164119,0.033108875176302906,-0.016856793377304703,0.034094079554723294,0.03333100726774214,0.03017417552407901,-0.1449692312922209,1.0,-0.0035610909393498633,-0.027062025914739215,-0.021019735820660156,0.03320992099968786,-0.020070419098660235,0.033948394637288985,0.033225141952957865,0.03122884545660698,-0.12746125887739554,0.9270854448443565,-0.006476161008889317,-0.01077709116727212,-0.00579117506791705,0.03321977801050392,-0.04423560660158381,0.03584885471136454,0.033062194108779884,0.03363333140184987,-0.07273236173160803,0.8309563676874141,-0.04423870023825512,-0.025715001944264154,0.022711474534488067,0.033177008321887844,-0.02100421671802218,0.03638531445478384,0.0329868964011377,0.0338233090395441,-0.06570714345324949,0.7431129454432728,-0.0472383257041439,-0.01969698374638584,0.032321504804426596,-0.022933524572868288,0.1438963488534058,0.1759665586834396,0.046525723831316396,0.03271717857911345,0.06902065411803664,0.04948348326017739,-0.027777315089279626,-0.023423176638078858,-0.01464909303215992,-0.03504467041734661,-0.04335082175362982,-0.03157593115154045,-0.0020957145806377816,0.030017075906963144,0.048158270704311106
volume_momentum_3m,-0.005453231825503502,-0.015159428252193364,-0.01000681683382686,-0.015326163308190362,-0.014977833639376702,-0.015343056780757579,0.27472977527440445,0.35214565475356663,0.279753186051862,0.35214565475356663,,-0.003489160110772141,0.10576870165016052,-0.00349193319515928,0.15873776983144813,0.002840723629840782,0.2726373862739613,0.2663978002265051,0.2638919831935249,0.2663978002265051,0.19206466653423973,-0.004469934895976961,0.1484905300708644,-0.006021045999117219,0.14180441125405274,0.031043544348540696,0.2005117361134437,0.1539612737463996,0.19391740378536654,0.1539612737463996,0.12945214034777264,-0.0030092536763267025,0.15372156155535116,-0.00573810411856156,0.07313067526096946,0.025958686409589683,0.09699217489224032,0.12379347894538147,0.11344515431729424,0.12379347894538147,0.16400940842080555,-0.010756955505283845,0.11276633437948025,-0.01103003686597535,0.04034570115814893,0.017830282626267156,-0.0015194815108231252,-0.0015194815108231297,-0.0015911468676871635,-0.015349977825894043,-0.062227641451734844,-0.020591172176597283,-0.012669023561573699,0.1376390167524655,-0.019673667652063735,-0.026367979811103216,-0.005790052284664851,-0.08063068883128771,-0.00587240576077123,-0.0073793989015849245,-0.015244195729141024,-0.041789916586566424,-0.04977924770025211,0.9866524684052761,0.9928020023282521,0.9006754269703474,0.004870150575460586,0.10532164345760132,-0.00201122644313149,-0.00011288743196391904,-0.013386383118037467,-0.025739344201827597,-0.0035610909393498633,1.0,0.999307267877814,0.09898852060041799,0.004468344182831056,0.08743806338116024,-0.002075268543119999,-0.00022309133140633905,-0.013121307019921803,-0.022029517638117127,-0.005883045868180489,0.999998044000428,0.9993054494735468,0.1001457715851814,0.004190600035249966,0.05957539885815186,-0.0013990772138170984,-0.00038037827315328846,-0.012977086438359162,-0.015878623329123317,-0.013497435743497824,0.18801605884942477,0.3775625670625851,0.0041570730503958375,0.004037009944606332,0.04649993109968192,-0.0007048241538757403,-0.000427409339750861,-0.012891883910690937,-0.013988396803364854,-0.019090781968261663,0.27744690053119875,0.44747077336278607,0.1011789865510204,-0.021677000661308263,0.053909910108132744,0.07633310788571192,0.12334730821748477,0.04239471541981934,0.1323270885232826,0.08478924729981238,0.20802132615588173,0.2656082938454347,0.07588658295751649,0.06367208302964868,0.03778163688212628,0.001998604701465841,0.05137380605438144,-0.0029726184078518636,-0.017400536787907733
volume_momentum_std_3m,-0.007154350491388013,-0.02179425979664057,-0.01505869389440881,-0.022001244903548167,-0.021568457088539605,-0.02202178758686549,0.29773998308943767,0.3721781476464712,0.3047935220655557,0.3721781476464712,,-0.004983456088949806,0.11831640255867674,-0.004984025924333373,0.1752111569825819,0.0041212432285120575,0.290111662533259,0.28293108173856674,0.28225704641089133,0.28293108173856674,0.21478697735454072,-0.010192753261006528,0.16308524423246248,-0.011775389705826101,0.15365100507701523,0.035907852198622095,0.2154349584644216,0.17026079233226638,0.21233184349308373,0.17026079233226638,0.1400336214595179,-0.008020852450090116,0.171850734135349,-0.01083322401309974,0.08019670478863399,0.03132461782778114,0.10987792633569553,0.13870751819290758,0.13033889213426708,0.13870751819290758,0.17895559738210465,-0.015242628413002734,0.12867091033017428,-0.01565357400287174,0.04550501266768307,0.023042364459356625,0.009116204549142016,0.009116204549142025,0.011353034297269493,-0.017180318100388295,-0.07197203967501224,-0.01415118206653363,-0.005957475794687747,0.14328787650646813,-0.026359638919532302,-0.0354687308581867,-0.010155263525814608,-0.13219973051382355,-0.009583012106032204,-0.011690140241270089,-0.02073392512156515,-0.053139542394967564,-0.06642713226479156,0.9814601251703395,0.9995552446446268,0.849568697268616,0.010640196152142716,0.09039839674450888,0.0069504586099198296,0.008013121193182595,-0.018436911530353896,-0.03665121326783317,-0.027062025914739215,0.999307267877814,1.0,0.06304388838724363,0.009756358521628209,0.07136647684153474,0.006382611013244348,0.007615488885983117,-0.018436929496745386,-0.03627808234691068,-0.022256855430681337,0.999306093967203,0.9999987337550996,0.06303433416431099,0.00951364050673701,0.040987688106196754,0.006794863896637837,0.007456886273721124,-0.0184177001662527,-0.029768743917802855,-0.03451632266947092,0.999303139902657,0.999995136705992,0.0631564553870603,0.009387991088799489,0.03144646988137121,0.007206881903932495,0.007421733803702715,-0.018417700206196076,-0.02977318297884705,-0.033579285134175386,0.9993023567014184,0.9999946244075327,0.06329085037155506,-0.058439615582698994,0.04718870261316009,0.07281125558756249,0.13876170889561132,0.046443464226209534,0.14734364937620983,0.1001957259206926,0.23050029106364492,0.2866277126056255,0.04466997488731531,0.03180024987462721,0.006177811525143825,-0.02646272074447631,0.05201899916702984,-0.026033394777063942,-0.024728230986174736
volume_acceleration_3m,0.005190187086060593,-0.015196917797166865,-0.007804920474639459,-0.015478579587833823,-0.014905922925262816,-0.015485143544797696,0.0071452724349803836,-0.009043920206162176,0.008346448438862113,-0.009043920206162176,,-0.0003993365770940893,0.04679117710968968,-0.00045584545799636265,-0.013954299693562511,0.003886154524504571,0.028139526608003312,0.01573981247471169,0.031248593646799782,0.01573981247471169,-0.018869825896370616,-0.017251772920969063,0.06087760172546064,-0.017139391023107336,0.02964148448498107,0.02205101900926986,-0.013501888700519125,0.0057258138007637216,-0.011153045101729772,0.0057258138007637216,0.034862654579968164,-0.019345989523796035,0.01813171488840973,-0.019213308334935682,0.019378704716350805,0.0149732872793074,-0.016832610333820115,0.002462605536808824,-0.015059105017186887,0.002462605536808824,0.015135090255834188,-0.01895124027292049,0.015957476952646158,-0.01896188988995349,0.014444222858216938,0.015639964446811802,0.0016860516407335518,0.0016860516407336049,0.009348147359060522,0.02522989556935334,0.017622498601970422,-0.014162533304148848,-0.009065790467283097,0.002584611824441309,-0.017688449132420757,0.03155269590540841,0.0104465554430302,0.10228301994563557,0.010299654611126348,0.013176444390892475,-0.013754142247810016,0.07458230776728343,-0.010385863028368733,0.8883542527329875,0.8472675491182828,0.9988986591735041,0.0027871466631419553,0.06207439023724677,0.00044873092506110594,0.010328742687382113,-0.011888542468338516,0.1101177643143828,-0.021019735820660156,0.09898852060041799,0.06304388838724363,1.0,0.002175188311310969,0.04462553238666242,-1.823690225277896e-05,0.010026275352304864,-0.01188855532231022,0.11009675865173105,-0.016636972068294047,0.09900656881296843,0.0630459389226129,0.9984787345763659,0.0019731978055427,0.01976162079764288,0.0001675055526221164,0.009881904690244006,-0.011874312089486392,0.1197795382230385,-0.027891148587564314,0.09902687399657355,0.06305249966363004,0.9985621860115208,0.0018782701179865906,0.01344702998487769,0.00041530299101917394,0.00985632485263737,-0.01187431212015145,0.11977844040765492,-0.02833268461148209,0.0990124280126109,0.06304357028585225,0.9982505005838499,0.0019365216130209305,0.041903560453187334,0.055476966822452754,0.024234397879843245,0.08524419361981153,0.0009776922316764181,0.005043855310904658,0.03928832742823342,-0.015003229816802468,0.5781419809171692,0.5294422189584883,0.5132247032278221,0.2764398893224915,-0.05762649462583228,0.1813830965604806,-0.019685303647718838
volume_5m,-0.0012879572728263066,-0.007810640789473291,-0.005537446280188089,-0.007878198229399223,-0.007738459563356453,-0.00788639282403626,-0.00486125361792995,-0.020138391651125662,-0.0046419545960712585,-0.020138391651125662,,-0.0026409292927248806,-0.01981320590259869,-0.002618263010808026,0.09761670121060526,0.0007359969137403452,-0.01040842093434745,-0.033970231292463585,-0.01066699322966776,-0.033970231292463585,0.003561198571124978,-0.01364756401792258,-0.0371849035961306,-0.01360066294724229,0.11650206142408086,0.0026796149842078865,-0.012129523011740053,-0.04576748100694287,-0.013767729221807133,-0.04576748100694287,-0.001148795815277622,-0.008069092027105856,-0.052327592706150616,-0.007962207669956966,0.04931826256473228,0.001060619181291609,-0.011699188270664095,-0.04792960220643879,-0.013848453210489053,-0.04792960220643879,-0.005849648840562123,-0.007260427418333267,-0.06234453149486238,-0.007119037110207249,0.033245193868070004,0.0028759300086871158,0.5618751736479589,0.5618751736479597,0.431812884291963,0.02555574979813393,0.02870241064370495,0.06831874264688063,0.11813023095584294,0.010003616831599223,-0.009005742588183123,0.025961579966238532,0.9907229036433889,-0.025975870665014923,0.9884735721717431,0.9897634021667029,-0.006582905213671435,-0.018018985919679712,0.02800243324115682,0.06790433244568532,0.040372754538764405,0.010042432192035955,0.9999942587194198,-0.034041679355090414,0.9951810414302419,0.9987497258721988,-0.006556645566761624,-0.02272985423050904,0.03320992099968786,0.004468344182831056,0.009756358521628209,0.002175188311310969,1.0,-0.039634541901838106,0.9951818738423155,0.998750095509752,-0.006434323340404598,-0.021250025007961925,0.03358166332537446,0.004847613348345523,0.011477977836028401,0.0034665269744485827,0.9999960676620652,-0.04929365127801867,0.9925893466477624,0.9987472776904223,-0.006146241249640087,-0.016566720276979443,0.03515800891010182,0.8769326970182199,0.7954733834270412,-0.8576690667739054,0.9999794591211445,-0.0548588231292908,0.9879550141303369,0.9987458838966393,-0.006123349070080197,-0.015895466797408647,0.04486066278339678,0.6112631496542851,0.7687089580678467,0.0036369870786722765,0.4473130652312563,0.009701189229749158,0.014563226510585855,-0.048733996139869985,0.13278144557261323,0.015724605417662543,-0.06465371194294287,0.17928402288397174,0.13999617568627212,-0.010629250688911726,-0.017859312403696554,-0.017852055637453138,-0.025932286238325452,-0.010849927733648434,-0.018438482274848015,-0.009194699995236904
trades_count_5m,-0.07585466466873922,0.17504350896667187,0.12382442698723378,0.17657355378542072,0.17340685862960956,0.17675085893034026,0.023652548785569653,0.18574576351007607,0.01685111344966898,0.18574576351007607,,0.029877630361328743,0.1122997158721962,0.02963470721625527,0.1607985580309214,-0.027812965752471854,-0.02248791283918795,0.19093245428428793,-0.03163209222718047,0.19093245428428793,0.05734666365853609,0.13875641386657386,0.10660394467732151,0.1394053520672471,0.12864971046258972,-0.15299636395330174,0.0243461748964301,0.17396102148536377,0.009041468424064659,0.17396102148536377,0.01775945205576368,0.1349557813519384,0.17397763927550902,0.1356822608610159,0.09744405659213788,-0.13071756058017725,0.016797744694126517,0.13061264185779445,0.009606560983265549,0.13061264185779445,0.01576575653613365,0.1319022201464233,0.18599366465266448,0.13414072851374828,-0.058213688539104975,-0.13248679088820947,-0.09775232067546963,-0.09775232067546956,-0.09110255159381103,-0.07881884212436009,-0.016188436243628535,-0.4539872948937126,-0.45233589704506555,0.2621318930403973,0.20215414990531314,0.01753880802036879,-0.039178152979530444,0.780883806671617,-0.04485849341489302,-0.04176736257706248,0.15000607208262864,0.04476763098645787,0.044167827210244405,0.08988353951102332,0.06519755921569317,0.029751507301347083,-0.039687671368269783,0.9540820935546337,-0.04618759080199269,-0.043756988459298866,0.14906569393210067,0.055549147559913484,-0.020070419098660235,0.08743806338116024,0.07136647684153474,0.04462553238666242,-0.039634541901838106,1.0,-0.04620097522729543,-0.04380981954520262,0.14713703113766888,0.0406011506322847,-0.042537312455906036,0.09011629096148283,0.07809036370468073,0.05485686331886106,-0.040021044700866766,0.9121765838628816,-0.04248723813425324,-0.04404823694357026,0.14897578422768568,0.14884077195879478,-0.054495555649723124,-0.0727031715572258,-0.012809969378845862,0.049057710756678856,-0.04029813688676433,0.8509556970522595,-0.041643080914090407,-0.04418151964104152,0.14913268121815648,0.16252856409751348,-0.016061651150993356,-0.07639848022089493,0.007127553828417559,0.12754045714967627,-0.06561900606896559,-0.03974989668715261,-0.04497418509905584,0.014301243136401317,0.0005241500006929032,-0.132443720474535,0.0424032191159519,0.029231268893480825,-0.01702464559076505,0.224308425349674,0.34612487621878135,0.37750823021011215,0.535268223908144,0.3739632236739836,0.4329518645286342,0.20706600051749313
