,future_price_increase,price_mean,price_std,price_min,price_max,price_last,price_change_3m,volatility_3m,momentum_3m,momentum_std_3m,acceleration_3m,trend_strength_3m,trend_consistency_3m,momentum_strength_3m,volatility_acceleration_3m,volatility_adjusted_momentum_3m,price_change_5m,volatility_5m,momentum_5m,momentum_std_5m,acceleration_5m,trend_strength_5m,trend_consistency_5m,momentum_strength_5m,volatility_acceleration_5m,volatility_adjusted_momentum_5m,price_change_10m,volatility_10m,momentum_10m,momentum_std_10m,acceleration_10m,trend_strength_10m,trend_consistency_10m,momentum_strength_10m,volatility_acceleration_10m,volatility_adjusted_momentum_10m,price_change_15m,volatility_15m,momentum_15m,momentum_std_15m,acceleration_15m,trend_strength_15m,trend_consistency_15m,momentum_strength_15m,volatility_acceleration_15m,volatility_adjusted_momentum_15m,volume_total,volume_mean,volume_std,volume_skew,volume_kurtosis,avg_trade_interval,trade_interval_std,trade_interval_skew,whale_trade_count,whale_volume_ratio,volume_1m,trades_count_1m,avg_trade_size_1m,max_trade_size_1m,buy_sell_ratio_1m,buy_sell_imbalance_1m,large_trade_ratio_1m,volume_momentum_1m,volume_momentum_std_1m,volume_acceleration_1m,volume_3m,trades_count_3m,avg_trade_size_3m,max_trade_size_3m,buy_sell_ratio_3m,buy_sell_imbalance_3m,large_trade_ratio_3m,volume_momentum_3m,volume_momentum_std_3m,volume_acceleration_3m,volume_5m,trades_count_5m,avg_trade_size_5m,max_trade_size_5m,buy_sell_ratio_5m,buy_sell_imbalance_5m,large_trade_ratio_5m,volume_momentum_5m,volume_momentum_std_5m,volume_acceleration_5m,volume_10m,trades_count_10m,avg_trade_size_10m,max_trade_size_10m,buy_sell_ratio_10m,buy_sell_imbalance_10m,large_trade_ratio_10m,volume_momentum_10m,volume_momentum_std_10m,volume_acceleration_10m,volume_15m,trades_count_15m,avg_trade_size_15m,max_trade_size_15m,buy_sell_ratio_15m,buy_sell_imbalance_15m,large_trade_ratio_15m,volume_momentum_15m,volume_momentum_std_15m,volume_acceleration_15m,volume_trend_slope,volume_trend_r2,volume_trend_strength,rsi_7,rsi_7_slope,rsi_trend_strength_7,rsi_14,rsi_14_slope,rsi_trend_strength_14,liquidity,market_count,holder_count,unique_wallets_24h,active_ratio,trades_24h,trades_per_holder
acceleration_5m,-0.2014829050884126,-0.009890211105137244,-0.005701715913099471,-0.01000323155759161,-0.009676923181111812,-0.009823113043477737,0.762728510105333,0.05454568573871779,0.7648203618308459,0.05454568573871779,,0.01752006142499825,0.4589798613237183,0.015011845380252872,0.02334060908557723,0.04425642917955509,0.19714961131781866,0.14870135933163964,0.16894646817889203,0.14870135933163964,1.0,-0.0037667784503278897,0.07015161571488926,-0.0065965504369728005,0.0775157035284273,0.01842683277091831,0.21610069014552943,0.11895074418029394,0.15796629234315154,0.11895074418029394,0.15611036278052942,0.005807949572317799,0.03439117121135415,0.0015143021891808296,0.041300984421847056,0.011160865276589518,0.20220029880555274,0.09827725778975037,0.15138841024814445,0.09827725778975037,0.08467248135090358,0.0004680519246131457,0.05320086868281658,-0.002861272837788376,0.005693325562180611,0.012655916129579448,0.014643120216333485,0.014643120216333629,0.015627515711256913,0.006706770172694949,-0.015100687008469615,-0.015259531269881964,-0.012923478648568779,0.009140714014566315,-0.011300042306539472,-0.012451513097402351,0.004136405495217659,0.01667296150827954,0.004532698643840944,0.004385126917793897,-0.013849070935360327,-0.08888063408308998,0.025116504230840928,-0.056685907617693196,-0.06470909200284954,-0.01754287618867793,0.0036289972625517,0.04312360133525976,0.004306851453042305,0.003950850490142198,-0.012978528665971711,-0.08860864837446485,0.021784674292937473,0.19206466653423973,0.21478697735454072,-0.018869825896370616,0.003561198571124978,0.05734666365853609,0.004306182298466926,0.003952720869045631,-0.012072166123192013,-0.0768140480296561,0.03865484994472348,0.19147250555007633,0.20531633979297642,-0.021189124458872114,0.0035722368096447374,0.07163505484058283,0.004256494056225641,0.0039679363839572905,-0.010589909921310594,-0.06933231800148186,0.02391465589066536,0.028460106262806213,0.07029600021115656,0.00606957429126712,0.003552298341782305,0.0919745256020716,0.004468179145113865,0.003958130833681047,-0.01055382908463385,-0.06927647393285619,0.02995285970635147,0.03852276402650328,0.0794474014253422,0.0005215368715409455,0.015135207693018368,-0.06744981342484961,-0.06163416638895803,0.025698606425238114,0.3091810810366939,0.01898382408948547,0.04024582319119887,0.2858472103360554,0.09741630859805574,-0.01628040529060304,-0.03304076471440533,-0.007756902233588853,0.06586737423416181,0.055685760487254925,-0.00012201487497355517,-0.010736916632633585
trend_strength_5m,0.003181409387464554,0.6457572270754474,0.3172325427332957,0.6582897334246386,0.6324197285754355,0.6582920660831373,0.0016060754932911252,-0.09800019395453415,-0.0007388576059886658,-0.09800019395453415,,0.2567580556388831,-0.08477062734796142,0.2567341927934052,0.06351387925847674,-0.25337411304606205,0.010068302348036563,-0.12959963911200142,0.002640730143412527,-0.12959963911200142,-0.0037667784503278897,1.0,-0.08867918278509655,0.9998401340848404,-0.02301890427729964,-0.8862413812076676,0.01656575371518435,-0.09589745916007032,0.01057924690580539,-0.09589745916007032,-0.017613757769513138,0.9691020716047124,-0.10935744696455706,0.9688394142239384,0.009059791235585035,-0.938368282529553,0.0012871007679931342,-0.09338333979534114,-0.0023903722909291575,-0.09338333979534114,0.01558805477427335,0.9624403043919159,-0.1257422890999179,0.9630774502339385,-0.04487799987282418,-0.9527376976832878,-0.025271672754910598,-0.02527167275491056,-0.02405975061289685,-0.2756748906223587,-0.1656897975903837,-0.09634355537142443,-0.09141278725452145,0.10924053442074474,0.5115041810219483,-0.10915700618649714,-0.013339078949228401,0.2083897439305829,-0.012977543854787959,-0.013111382296618925,0.6162234871306991,0.19055401384892118,0.029189657508865808,0.001867483905457201,-0.009750913249638933,-0.02184344751058642,-0.013589146242757297,0.15268455477784107,-0.01299372496204711,-0.013161968732482005,0.6130705644520578,0.2172757719924237,0.028472229515824395,-0.004469934895976961,-0.010192753261006528,-0.017251772920969063,-0.01364756401792258,0.13875641386657386,-0.012977331493539739,-0.013157857417466149,0.6131098307711119,0.23033373930974646,0.03949266531212526,-0.004271288935685735,-0.007493627318217656,-0.015281888754129934,-0.013720097311581267,0.11581690748428645,-0.012255678603696498,-0.013196021775148194,0.613153499245867,0.27848874682083424,0.04585167390304914,-0.011345047906674186,-0.0039492028516822,0.001819256217030724,-0.0137765919317443,0.1029495612296219,-0.012041233162393455,-0.013213210288503552,0.6131497977177729,0.2835458488843307,0.06218740629605216,-0.014281161844449162,-0.0033079452565387764,-0.01762015657529214,-0.01880286701462324,-0.03828721682089335,-0.041443747265896766,-0.14324720509877775,-0.0029664384097759433,-0.09195062201024594,-0.18009667327079182,0.01618841056649061,-0.08084964177213623,-0.021709493489455504,-0.03720490346895199,-0.04739473990019952,-0.05807821280320352,-0.02050931595175042,0.6388227198936812,0.764882328129242
trend_consistency_5m,0.027187845885231425,-0.18153318131387597,-0.12507585491191758,-0.18327879611069992,-0.17963461438429545,-0.18308920211092927,0.4086034684562131,0.3772009485215056,0.4217003828763796,0.3772009485215056,,-0.01385176398008047,0.8045897020384806,-0.014788223021445487,0.20536921897103302,0.05930035759115695,0.5623904228830074,0.44055591961423046,0.5749252270782115,0.44055591961423046,0.07015161571488926,-0.08867918278509655,1.0,-0.09725957713690168,0.2279909354186039,0.36735263823574626,0.3909039375758684,0.453023126088461,0.41457149930821197,0.453023126088461,0.3545090747702091,-0.135127345730565,0.8262691177873924,-0.14132452141777363,0.1718659379931452,0.25368622707677163,0.29967671595819745,0.41176316499655535,0.322396355017909,0.41176316499655535,0.34424867848408675,-0.14129040704253923,0.7547705341084789,-0.14658483375079268,0.14789549786444192,0.19977289277200916,-0.06482272136919591,-0.06482272136919591,-0.05665184865289937,0.13711737172051827,0.12023480152327157,-0.3019093881182788,-0.31404646081633997,-0.017937538592581105,-0.1982588403260552,0.10531390886756593,-0.03604893445972609,0.024307958029857323,-0.036988345850051944,-0.03672357029988652,-0.15700895498369005,0.006073867655374056,0.03911562065522667,0.05531320844630003,0.06870347513766847,0.07867389369849602,-0.036869256641872045,0.08934288535974146,-0.03773293790218847,-0.0380604032554701,-0.15294752869202483,-0.011575330006751896,0.018153006791565854,0.1484905300708644,0.16308524423246248,0.06087760172546064,-0.0371849035961306,0.10660394467732151,-0.0377592388094528,-0.03814476320726812,-0.15258610774988238,-0.03885614420283716,0.004644066445295733,0.14384022268775506,0.15297279631971322,0.056016265578177654,-0.03731430483961932,0.1482885799695834,-0.03446119449357364,-0.03821566187120143,-0.15251245313183773,-0.08116879333418117,0.006899547880792978,-0.03747686998175943,0.03901333323545412,0.018354745010722352,-0.037374117931342106,0.18444150483644975,-0.03352643034312369,-0.03823435695127137,-0.1524097224295405,-0.08427222204503995,0.009620859598395131,-0.04279932523245779,0.04641031045664189,0.08173128146689594,-0.034240302419923534,0.12111886107910627,0.10758376648365627,0.6338412003126379,0.18214356007255675,0.10383732020186959,0.4797167180902849,0.16630762394819265,0.15622062478301357,0.061719652110714236,0.08836868159502442,0.1263291417327866,0.13167391497695916,0.04601046670268535,-0.12713674898106456,-0.20623568130245
momentum_strength_5m,0.0015825039774341801,0.6485757874917972,0.3201626321765935,0.6610857521308521,0.6352580600585177,0.6610847344071232,-0.006927616937271793,-0.09816680385061924,-0.00921568293606954,-0.09816680385061924,,0.25671683959033464,-0.09189527215211026,0.256722500317144,0.06439863160017761,-0.2542742767785681,-0.00025440690823481574,-0.13148933641000327,-0.007494902556661016,-0.13148933641000327,-0.0065965504369728005,0.9998401340848404,-0.09725957713690168,1.0,-0.022817814070885428,-0.8919380745742435,0.00837011420882865,-0.09878246066027846,0.00255344072650594,-0.09878246066027846,-0.022668734119644186,0.9702153838508502,-0.11502583894556524,0.9701116790385558,0.008333036889109711,-0.9411643347371025,-0.004714692882759476,-0.0960512847550816,-0.008416493464117254,-0.0960512847550816,0.008725439072490158,0.9636914373756419,-0.12978871217777777,0.9644294432916116,-0.04600083332183193,-0.9546910313994427,-0.025213705831112314,-0.02521370583111225,-0.024017104539076198,-0.2771986030130139,-0.16693578230886463,-0.09574205254086768,-0.09092349368066875,0.10822743141325507,0.5134451303421088,-0.10989800501276085,-0.013300379176682363,0.20916697536492854,-0.012955563584170049,-0.013081762399271201,0.6188160750932424,0.1918556245795182,0.028548489172660514,0.0021760227470800637,-0.009453199276254294,-0.02174675663890038,-0.013544956681934353,0.15342435962012232,-0.012969754982452631,-0.013128688503781785,0.6157024727524472,0.21834967668251182,0.028084403947102314,-0.006021045999117219,-0.011775389705826101,-0.017139391023107336,-0.01360066294724229,0.1394053520672471,-0.01295240536041454,-0.013122677954775702,0.6157439890535644,0.2312869364485091,0.039658854291205525,-0.005845540509445197,-0.009065917068259597,-0.015175216729812452,-0.013670463940954673,0.11683195605056763,-0.012232376893139957,-0.013159286734783015,0.6157917068667724,0.2794485657076965,0.04578984009059223,-0.011569779030469735,-0.0045546353241216475,0.0018006423128996995,-0.01372773056971896,0.10368439007903062,-0.012017788050059985,-0.013176967238056402,0.6157880456918022,0.28456164378468674,0.062186468205209997,-0.014567289986976784,-0.00398589798251967,-0.01838410269057205,-0.018779905864379786,-0.03951922700675033,-0.04238536742024867,-0.14977745183474891,-0.006575309118613648,-0.09320822367329056,-0.1845299583087228,0.01360753548413781,-0.0823536701012915,-0.02155404844936955,-0.0367432326705907,-0.047069364980044916,-0.05847810905846566,-0.020947894085196518,0.6408195274968819,0.7672623421554111
volatility_acceleration_5m,0.03975303626500984,-0.03614850635350955,-0.029866433372841044,-0.03626483844159753,-0.03604340756742916,-0.03622309282592247,0.1349845767835454,0.44817113806076797,0.142488185501969,0.44817113806076797,,0.004463818178315839,0.22452226246625914,0.0040762242336694135,0.6387798808863429,0.003976769756221707,0.12684841576452982,0.5806328647659706,0.14036043239275792,0.5806328647659706,0.0775157035284273,-0.02301890427729964,0.2279909354186039,-0.022817814070885428,1.0,-0.009331132599187057,0.09936298815117017,0.18564630989524308,0.09730034030955799,0.18564630989524308,0.11618555712111524,0.023442244751337497,0.18976909372486261,0.0231948866075867,0.4515659270353311,-0.0010106011198226029,0.08209648764999994,0.04221891170162704,0.06847504451518586,0.04221891170162704,0.07213900468108599,0.029768472015928398,0.18089907212073156,0.028067810763461633,0.20372119972142164,-0.011774794173450424,0.14208522067943075,0.14208522067943083,0.14717351219942829,0.03258261226586693,0.032009713073909124,-0.20226851836057866,-0.1923148208289433,0.09305587645533606,-0.061183140055334685,0.03657373765063593,0.13677447592843292,0.06736496414161189,0.14626700253813027,0.14209657927798133,-0.013108889741932273,0.02625318307101055,0.05995191409105498,0.04469949873776872,0.05383336123945958,0.039146931937143,0.11642471517216971,0.12549225421029966,0.1383213250756979,0.12276168339455372,-0.012715835783961618,0.0285533982023322,0.03428341107169074,0.14180441125405274,0.15365100507701523,0.02964148448498107,0.11650206142408086,0.12864971046258972,0.13837784055215113,0.12266987342126352,-0.01234273457148701,0.034880099686985855,0.02340496917505492,0.1418259363279062,0.14939469720898704,0.027704579443231816,0.11604825435757782,0.11100123954773138,0.1457984295117972,0.1225017868375087,-0.013789519369602193,0.0009214255930658905,0.009841185845887635,-0.015193821430116567,0.023223362670113875,0.03579679410313665,0.11628389858361188,0.1286252381619049,0.14742035532645129,0.12255955501658512,-0.01364009240569065,0.0038917865739353085,0.023100821813573553,-0.007323823604678146,0.030468228085059435,0.05512228353207806,0.15306102118650927,0.06910406901682979,0.0676759578837953,0.17297134691110472,0.07353453093758598,-0.054080830008297366,0.14522560197332332,0.07968506814863051,0.26637952746603194,0.050895501901436886,0.08089430744904026,0.08219517948661725,0.11153917422643507,0.05010016255629045,0.03187640883574501,-0.008156017261977606
volatility_adjusted_momentum_5m,0.03800559931963015,-0.6469446356119173,-0.32600311478333943,-0.6590889888911341,-0.633996206836908,-0.6590480835536,0.1718930590516458,0.11817465712502603,0.17799458787809563,0.11817465712502603,,-0.2397030011591977,0.29659837108552756,-0.240143522477597,-0.06682496235222334,0.26149755860673946,0.24758115839074632,0.1548292410920242,0.2538650790959309,0.1548292410920242,0.01842683277091831,-0.8862413812076676,0.36735263823574626,-0.8919380745742435,-0.009331132599187057,1.0,0.18122929957564576,0.17853176391684195,0.1936692443400507,0.17853176391684195,0.12937571038147122,-0.930736799327658,0.31019650599385,-0.9337749214470717,-0.01024030165651467,0.9636324181220318,0.14025206972742466,0.17389142850804787,0.15482860054772882,0.17389142850804787,0.14759264743009382,-0.937058845333976,0.28556906904979523,-0.939208624592744,0.06083997621330788,0.9508770338702986,0.004102493864091475,0.004102493864091483,0.0037026493255459063,0.2967844848148394,0.18634723513310536,0.036534414789431126,0.03389138231385974,-0.07623132816283881,-0.5243732886439144,0.13119865435804506,0.0032168369432953327,-0.22488709028034018,0.0028903025687720156,0.0030800739355001314,-0.6142087716291438,-0.18241813554558067,-0.0015443887661481925,-0.004421630505029272,0.008308974506828005,0.028718280166257056,0.0027243503780004278,-0.17235080717615234,0.002554288730016508,0.002428827402573348,-0.610542286595875,-0.22426558148607006,-0.006997254824575221,0.031043544348540696,0.035907852198622095,0.02205101900926986,0.0026796149842078865,-0.15299636395330174,0.002527400428961065,0.0023887220514639206,-0.6104221910532286,-0.23853730448126698,-0.024152296045575325,0.03084239677468382,0.03370989229817844,0.02011080581156217,0.002683019854058527,-0.12236788739866994,0.002334885611728714,0.002379639322107566,-0.6101891982691511,-0.29461555750441354,-0.030532754704527508,0.005519992743388059,0.008875565717953914,0.003934677914145339,0.0027452776261527273,-0.10217712597212607,0.002274167337650889,0.0024170489820209504,-0.6101492667266146,-0.2987715659113761,-0.043736332091542984,0.008088639647439517,0.00926668806408942,0.03154874813351013,0.0019140803712129426,0.08801611851509802,0.0891010618523044,0.3725158396440002,0.09465328511937895,0.15356979381654512,0.33148106672084476,0.07551303010951159,0.11807245872101235,0.016921316413235174,0.033417797925591367,0.046507304149136154,0.04847224758045052,0.011277361667414347,-0.6438714921665141,-0.7639810580524332
price_change_10m,0.04499758935105717,-0.03976637019437499,-0.03728735367434534,-0.03960435780178642,-0.03977910806423527,-0.03930553844482039,0.6333597631868758,0.16963839075102607,0.6185190856765579,0.16963839075102607,,0.012088182887782862,0.326225659732187,0.009080315091013149,0.059809676738199646,0.034665382803088216,0.739870399984666,0.351334368398468,0.7299205193411261,0.351334368398468,0.21610069014552943,0.01656575371518435,0.3909039375758684,0.00837011420882865,0.09936298815117017,0.18122929957564576,1.0,0.3523735831693974,0.9831825247388852,0.3523735831693974,0.23861309917051776,-2.6072266009090606e-05,0.46549954195088683,-0.012045284389595635,0.08850054252289011,0.16667849279980443,0.8287592579850602,0.287144397184894,0.7958618465793766,0.287144397184894,0.5486725020367887,-0.00390740880112903,0.3466944935709519,-0.0140095948589303,0.061629347102592706,0.10127899576830424,-0.027005090813100596,-0.027005090813100593,-0.025897939754424438,-0.008425210840816207,-0.004982486455799478,-0.025026056745945192,-0.025279810468414952,0.028062500188156477,-0.035279861854369425,-0.03165964584389053,-0.010955100360773785,0.02710686432767032,-0.009873974918156591,-0.010465755418131346,-0.03875875005416862,-0.038049594738439156,-0.029136729755157263,-0.03529641861706055,-0.037081322673121406,-0.0127090426079878,-0.01199857592750621,0.03263932029264312,-0.010248288205363436,-0.011193019369867233,-0.03859765907362451,-0.04611629796719859,-0.02201364660515533,0.2005117361134437,0.2154349584644216,-0.013501888700519125,-0.012129523011740053,0.0243461748964301,-0.01028345396928148,-0.011271626682112684,-0.037712561924174916,-0.03354133944201899,-0.03748129521677856,0.19999392282387393,0.21254651720931658,-0.01308020186161168,-0.012343754576709118,0.01456714212109982,-0.009450337868406412,-0.011424639324592084,-0.037444101235433284,-0.03823859762635204,-0.0603222894544328,0.018365574893521433,0.07190647832667103,0.006941492633759478,-0.012372375149797946,0.02259245021382495,-0.009388045342483805,-0.011408940653417837,-0.03753111428972113,-0.041289265350120466,-0.033985163762071696,0.02694141109922743,0.08354431768998452,0.02845783331974338,-0.020022756881400528,0.03153114693522914,0.02112382084112354,0.601169114751601,0.0037838689017282035,-0.005163318086620547,0.5127564675198398,0.13533911708435703,0.13598714716179577,-0.03138847976220024,-0.03227926544687642,-0.02799976660218276,0.05842606983404673,0.04444982445792206,-0.020945702215267575,-0.036008273439369215
volatility_10m,0.05081246427638595,-0.1733144041015939,-0.11733113038996792,-0.17508727479826947,-0.17138571522991988,-0.17490029288137396,0.297865411380876,0.505245398613739,0.28539458348798036,0.505245398613739,,-0.005452687260533861,0.3551770451512415,-0.007116518813356959,0.08540476482407346,0.034717837546462516,0.3273989933857966,0.7757212135577056,0.3175364523688524,0.7757212135577056,0.11895074418029394,-0.09589745916007032,0.453023126088461,-0.09878246066027846,0.18564630989524308,0.17853176391684195,0.3523735831693974,1.0,0.3482591110483597,1.0,0.07688888438697142,-0.14807009662112353,0.5239754785879561,-0.15168050106430034,0.3313142339052332,0.18517507782752177,0.39099683363008364,0.8892001507929573,0.38515612202592414,0.8892001507929573,0.13785409655353226,-0.1344969073567777,0.5725784695958556,-0.1398809316854242,0.17857031664660572,0.17632426001816773,-0.07461634294658977,-0.07461634294658961,-0.07001326935872648,0.11451483373110366,0.1067816249063742,-0.2802611142583002,-0.28368621803197036,0.04580068827466592,-0.1938758000521606,0.06728526074404187,-0.04163844429861401,0.10788200178171414,-0.03998294824033374,-0.0406637477703341,-0.15250174282701276,-0.07122794426959254,0.03570604778181196,0.0037749670456928438,0.008521262448797966,0.0022036023649227247,-0.04544359206123941,0.1680341703893794,-0.04163928276432787,-0.04407852766236601,-0.1467490531279566,-0.039406420308418635,0.023040165436918853,0.1539612737463996,0.17026079233226638,0.0057258138007637216,-0.04576748100694287,0.17396102148536377,-0.04165414832915398,-0.04413859422820773,-0.14617791404382705,-0.06294541926144577,0.015687421036195838,0.1501625161101688,0.16642711479595346,0.005157330448714984,-0.04562667328027533,0.1897859686617339,-0.03923579023940394,-0.04405279419338328,-0.14649990799109588,-0.09379897110622366,-0.017631491683124955,-0.03920656266740246,0.022817446675116128,0.038649700333799344,-0.045797343020575684,0.2052674718603681,-0.0381595205220536,-0.044141610336729004,-0.14655338767125567,-0.09808287157053065,-0.024187569776127238,-0.03604778174192821,0.03237271848939894,0.006824305951584873,-0.05536525247695597,0.08491802090593019,0.06748987455672452,0.2782338775830412,-0.016206348030191074,0.015158257117105105,0.3271040348104247,0.06614692144835392,0.08846522861777763,0.06226609527979688,0.11492806257444227,0.14249885621872643,0.20836741707700593,0.05452503352758473,-0.10246687715899998,-0.1977337575787136
momentum_10m,0.05578309750393946,-0.043899278176933634,-0.042002559560952876,-0.043691421829837616,-0.0439743120243095,-0.043413192382149766,0.5907198774782126,0.1878212077889119,0.5845847111611037,0.1878212077889119,,0.007478953034249676,0.33673370525237684,0.005033318141013788,0.06906371936165744,0.03244808456831695,0.7367270494672891,0.3332172392989663,0.736205650333976,0.3332172392989663,0.15796629234315154,0.01057924690580539,0.41457149930821197,0.00255344072650594,0.09730034030955799,0.1936692443400507,0.9831825247388852,0.3482591110483597,1.0,0.34825911104835977,0.18420525466579693,-0.011060121731102457,0.4966303655343727,-0.02234903338042448,0.10104993556373817,0.18027541453764914,0.8037768766489688,0.2803127848367989,0.8063918478802764,0.2803127848367989,0.5424039220364738,-0.00987716365638416,0.37016978290626235,-0.019250837550362228,0.06897244571387255,0.10920137435264668,-0.03141032378307893,-0.03141032378307902,-0.03031898143420151,-0.009381763170636548,-0.007309146245450681,-0.021050158221831993,-0.022160580185172113,0.024147384849111574,-0.038303620728066076,-0.033605844353274725,-0.012429131335215218,0.012710013918708246,-0.011311468571836106,-0.011908249043152,-0.04269561921820937,-0.03480166732002972,-0.02476886585811826,-0.03550952183494149,-0.03728407168973898,-0.009760221246331708,-0.013623304602641523,0.01666341968582387,-0.011723686232054557,-0.01272248158406414,-0.04254583812389052,-0.04480745677935094,-0.01564744879834047,0.19391740378536654,0.21233184349308373,-0.011153045101729772,-0.013767729221807133,0.009041468424064659,-0.01176476105257914,-0.012812450608815022,-0.04169798603811079,-0.033365497681926246,-0.0341356642224481,0.19296240187068298,0.20820104630557468,-0.011016347517787881,-0.013979997979628784,0.0015590645237411845,-0.010859317975825138,-0.012972302238670188,-0.04139319086452929,-0.0398909809431563,-0.06524609675088941,0.01547585145229091,0.06909514180493576,0.007533858535005003,-0.014008013959029897,0.012760293812253862,-0.010809716977341274,-0.01295320075487966,-0.04149951088157669,-0.04356626454639007,-0.038285491934589404,0.02337032474253207,0.07954614004071515,0.03440059715606302,-0.02394255699706119,0.04232471000109833,0.03133294285199121,0.6458573719275651,-0.0018712224918602618,0.000997342898215901,0.5475173106744768,0.13741326490436814,0.13868310916432622,-0.03630062138480926,-0.037672525361563756,-0.0388554347823678,0.03561609627796096,0.034776964389207264,-0.030923601748323683,-0.03951433535358094
momentum_std_10m,0.05081246427638595,-0.1733144041015939,-0.11733113038996792,-0.17508727479826947,-0.17138571522991988,-0.17490029288137396,0.297865411380876,0.505245398613739,0.28539458348798036,0.505245398613739,,-0.005452687260533861,0.3551770451512415,-0.007116518813356959,0.08540476482407346,0.034717837546462516,0.3273989933857966,0.7757212135577056,0.3175364523688524,0.7757212135577056,0.11895074418029394,-0.09589745916007032,0.453023126088461,-0.09878246066027846,0.18564630989524308,0.17853176391684195,0.3523735831693974,1.0,0.34825911104835977,1.0,0.07688888438697142,-0.14807009662112353,0.5239754785879561,-0.15168050106430034,0.3313142339052332,0.18517507782752177,0.39099683363008364,0.8892001507929573,0.38515612202592414,0.8892001507929573,0.13785409655353226,-0.1344969073567777,0.5725784695958556,-0.1398809316854242,0.17857031664660572,0.17632426001816773,-0.07461634294658977,-0.07461634294658961,-0.07001326935872648,0.11451483373110366,0.1067816249063742,-0.2802611142583002,-0.28368621803197036,0.04580068827466592,-0.1938758000521606,0.06728526074404187,-0.04163844429861401,0.10788200178171414,-0.03998294824033374,-0.0406637477703341,-0.15250174282701276,-0.07122794426959254,0.03570604778181196,0.0037749670456928438,0.008521262448797966,0.0022036023649227247,-0.04544359206123941,0.1680341703893794,-0.04163928276432787,-0.04407852766236601,-0.1467490531279566,-0.039406420308418635,0.023040165436918853,0.1539612737463996,0.17026079233226638,0.0057258138007637216,-0.04576748100694287,0.17396102148536377,-0.04165414832915398,-0.04413859422820773,-0.14617791404382705,-0.06294541926144577,0.015687421036195838,0.1501625161101688,0.16642711479595346,0.005157330448714984,-0.04562667328027533,0.1897859686617339,-0.03923579023940394,-0.04405279419338328,-0.14649990799109588,-0.09379897110622366,-0.017631491683124955,-0.03920656266740246,0.022817446675116128,0.038649700333799344,-0.045797343020575684,0.2052674718603681,-0.0381595205220536,-0.044141610336729004,-0.14655338767125567,-0.09808287157053065,-0.024187569776127238,-0.03604778174192821,0.03237271848939894,0.006824305951584873,-0.05536525247695597,0.08491802090593019,0.06748987455672452,0.2782338775830412,-0.016206348030191074,0.015158257117105105,0.3271040348104247,0.06614692144835392,0.08846522861777763,0.06226609527979688,0.11492806257444227,0.14249885621872643,0.20836741707700593,0.05452503352758473,-0.10246687715899998,-0.1977337575787136
acceleration_10m,0.11993167689841407,-0.007793008967249325,-0.004996491155948255,-0.007849794411022161,-0.007645699981892301,-0.007747390127882303,0.5046915550573545,0.08505778375511279,0.49943849361521364,0.08505778375511279,,0.006327243106747425,0.29648537623439836,0.004224805583414733,0.06527824554872869,0.027577238956345226,0.6113159183864173,0.20366054598528416,0.6077989168320322,0.20366054598528416,0.15611036278052942,-0.017613757769513138,0.3545090747702091,-0.022668734119644186,0.11618555712111524,0.12937571038147122,0.23861309917051776,0.07688888438697142,0.18420525466579693,0.07688888438697142,1.0,-0.0006826993076719501,0.068359319568968,-0.00530297181003451,0.04547731353998755,0.025139503033953008,0.25637297690905536,0.038224304946032885,0.1790483182898749,0.038224304946032885,0.38037703068409306,0.002567854796927495,0.062281258084288665,-0.0026142929277838587,0.018132272318862244,0.01643216819455041,-0.006993025710794438,-0.006993025710794434,-0.006700924413665498,0.07052944903303308,0.07119874897135786,-0.01739018756545073,-0.02070533986731029,0.01578526257884072,-0.008054111050759098,0.0873586714669479,-0.0018324068520169285,-0.0035239931093269407,-0.0025625362044490213,-0.0023003272639862196,-0.000952054406237681,0.0772914718254891,0.022442993925470882,0.034819484235958646,0.031245949520686208,0.03971168281718566,-0.0010935233708732875,0.00505993492969108,-0.0025093326246936375,-0.002148680623793932,-0.0017068146265174905,0.07585505324316671,0.02112275853122909,0.12945214034777264,0.1400336214595179,0.034862654579968164,-0.001148795815277622,0.01775945205576368,-0.00252323045173315,-0.0021681421524127756,-0.00260861268591165,0.06175387681174275,-0.0024700549135035703,0.12662510526762577,0.1335050860927926,0.032074635841181996,-0.0014059117215962003,-0.0127013546892417,-0.002416018684044516,-0.0023066512052775825,-0.004693107002445369,0.025498677506735082,0.01671247217277722,0.019682861346017096,0.052163160927580166,-0.0020026669251535243,-0.0013602241487998884,0.0040051994493330795,-0.0024801372671123863,-0.00227526825865429,-0.0046846955518441,0.023952855508852764,0.0021819187787665267,0.02392200119198713,0.0549944218283349,0.027246831149039075,-0.005663860451103918,0.0692861757209223,0.030250483241692935,0.24613513099430961,0.3252811597373168,0.011275718717063168,0.08130089667157939,0.12232792631393477,0.08177955655132625,0.007832431562213471,0.009206726727283563,-0.005104769277405971,0.035911263822075316,0.06371147372769426,0.010696703538452274,-0.007421765154197317
