token_address,spike_time,future_price_increase,rsi_14,trend_strength_15m,large_trade_ratio_15m,volume_trend_r2,rsi_14_slope,momentum_5m,volatility_15m,price_change_15m,price_change_10m,momentum_15m,momentum_10m,volume_trend_strength,price_change_5m,volume_15m,buy_sell_imbalance_15m,buy_sell_ratio_15m
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:19:00,53.41849209734633,34.219233020413355,3.4854341746789683,0.1,0.00040556355357897076,2.5106312629490617,0.0018365585867123613,0.04042413844522248,-0.14089567361893238,-0.06980017966337301,-0.01002676465858056,-0.007349674204800532,0.006651563481924348,0.006500882117938221,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:19:00,47.72457779018089,34.219233020413355,3.4854341746789683,0.1,0.00040556355357897076,2.5106312629490617,0.0018365585867123613,0.04042413844522248,-0.14089567361893238,-0.06980017966337301,-0.01002676465858056,-0.007349674204800532,0.006651563481924348,0.006500882117938221,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:22:00,55.82955540852137,24.02557946158167,5.883437965169824,0.1,0.00040556355357897076,-8.352763003159978,-0.024792686126680424,0.03354287296692863,-0.19734741227449645,-0.12490958381878832,-0.015059218940469727,-0.014367697404469033,0.006651563481924348,-0.09596410906058189,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,38.58286933205575,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,13.877935413605645,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,9.779828890352553,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,8.350227372186474,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,8.730015792164583,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,7.356292330854956,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,2024-10-28T17:23:00,8.221585137876481,40.39957536700447,1.922222976997653,0.1,0.00040556355357897076,16.373995905422802,0.0031762262750466563,0.04262963025438314,-0.08194365477588958,-0.04499872517066358,-0.005261237806957301,-0.004222199672511399,0.006651563481924348,0.007308208014974864,72138205518.0,-0.20653016236011662,0.657646084941434
