token_address,spike_time,price_change_10m,volume_momentum_10m,volume_momentum_5m,trade_interval_std,trend_consistency_15m,trend_consistency_10m,volume_acceleration_5m,price_change_5m,rsi_14,holder_count,trend_consistency_3m,trend_consistency_5m,volatility_3m,volatility_adjusted_momentum_15m,liquidity,max_trade_size_10m,rsi_trend_strength_7,volume_total,clustering_ratio,volatility_adjusted_momentum_10m,rsi_14_slope,trend_strength_15m,buy_sell_imbalance_5m,trend_strength_5m,avg_trade_size_3m,volatility_adjusted_momentum_5m,avg_trade_size_5m,buy_sell_ratio_5m,buy_sell_imbalance_3m,trend_strength_3m,price_std,max_trade_size_5m,trend_strength_10m,volume_skew,trade_interval_skew,volume_trend_slope,trend_consistency_2m,trades_per_holder,price_min,volume_1m,market_count,unique_wallets_24h,active_ratio,buy_sell_imbalance_1m,volume_trend_strength,rsi_7_slope,rsi_trend_strength_14,trend_strength_2m,volume_acceleration_10m,macd,price_change_15m
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
ohyRE8Gj46Y9JeVe6CuRgateGewCJgPi2pNAu5Npump,2024-09-27T13:47:00,0.392385969441165,15.526544153477964,16.978135183680997,7013.156453726414,0.8571428571428571,0.7777777777777778,22.529430599734038,0.4927985198630146,74.90069042796283,1506,1.0,1.0,0.005668689434349051,0.5609896442173312,17387.0268690327,13400212.675937,1.2264715900222187,27470566.844779,0.1,0.4215536164144879,2.987038376994903,0.5177700847377367,-1.0,2.923725498011492,2893414.448175,0.4961819167302656,2373022.1249574,0.0,-1.0,2.4355652708030133,0.00025026566037509825,8381503.51988,0.36106361655497177,1.8964033510922549,-0.8380304284181319,303790.4078051454,1.0,0.004648074369189907,0.0007847333795968,8381503.51988,1,11,0.0073041168658698535,-1.0,0.06677423572968562,-2.222168295434013,7.329832445945198,13.255181301470001,8.400553012181923,,0.884907462529589
